Chartmetric ID,Artista,País,Pronombres,Solista/Grupo,Etiquetas Asociadas,Géneros,Etapa de la carrera,Momentum Reciente,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Alcance Spotify / Relación Seguidores,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify
314174,Teràpia de Shock,España,,,Unknown Association,"Rock, Pop, Soundtracks",Developing,Growth,21131,84094,0.251278,,29,415306,4575
4032230,Jader,España,He/Him,Artistas solistas,"Jader Mantilla, 秀动发行","Latin Hip-Hop/Rap, Latin Dance, R&B/Soul, Latin",Developing,Steady,875,91744,0.009537,,30,796895,6332
104230,Ixo Rai,España,,,Unknown Association,"Latin Rock, Latin Pop, Latin, Punk",Developing,Steady,4738,9871,0.479992,,18,134556,1110
1494619,Chabeli,España,,,Maresca25,"Flamenco, Latin Pop, Latin",Developing,Growth,7335,65531,0.111932,,31,124702,2044
1449422,Any González,España,She/Her,Artistas solistas,Any González,"Latin Hip-Hop/Rap, Flamenco, Latin",Developing,Steady,1482,25132,0.058969,,28,308666,4804
498008,La Costa Brava,España,,,Unknown Association,"Pop, Alternative, Indie Pop",Developing,Steady,11496,9926,1.15817,,17,209007,1843
476379,Juanjo Martin,España,,,Unknown Association,"Electronic, Dance, House",Developing,Growth,7555,31185,0.242264,,23,385843,3412
10065224,Laéne,España,,,Bendita Trinidad,Pop,Developing,Growth,,,,,0,35652,152
523116,Lisabö,España,,,Unknown Association,"Rock, Alternative, Indie Rock",Developing,Steady,2734,2355,1.160934,,6,27281,153
3444524,Casero,España,,,Primavera Labels,"Latin Rock, Latin Pop, Alternative, Latin",Developing,Growth,9531,40672,0.234338,,25,516540,4904
765759,El Yman,España,He/Him,Artistas solistas,"UNISONO, LLC","Latin Hip-Hop/Rap, Latin",Developing,Steady,11181,91785,0.121817,,30,923669,9137
3378506,Dolly Sessions,España,,,Unknown Association,Hip-Hop/Rap,Developing,Growth,3088,61974,0.049827,,27,399546,3156
21944,Migue Benítez,España,,,Unknown Association,"Flamenco, Rock",Developing,Growth,25902,50075,0.517264,,31,268901,2905
30610,Ed is Dead,España,,,Idioteque,"Pop, Electronic, Rock",Developing,Steady,6799,10163,0.668995,,15,510403,2356
4109611,Javi Blanco,España,,,"Planet Latin Music, Fods Records","Flamenco, Latin Pop, Latin",Developing,Growth,2905,89778,0.032358,,29,436282,677
3368437,Blessed013,España,,,Blanco y Negro Urban,Hip-Hop/Rap,Developing,Growth,23110,76248,0.30309,,35,307179,10340
747603,Celia Dail,España,,,Celia Dail,"Latin Hip-Hop/Rap, Latin Pop, Alternative, Latin",Developing,Growth,1387,4161,0.333333,,15,37386,389
1407195,Cma,España,,,Cma / SUOB,"Dance, Hip-Hop/Rap, Pop",Developing,Steady,8314,39760,0.209105,,28,561347,6623
370563,Pèl De Gall,España,,,RGB Suports,"Pop, Rock",Developing,Steady,3437,26026,0.13206,,30,177548,945
1087146,IAMTOMMY,España,,,Unknown Association,"Hip-Hop/Rap, Alternative",,,683,24811,0.027528,,31,478899,7559
1035486,Crie 930,España,,,CRIE 930,"Latin Hip-Hop/Rap, Latin",Developing,Steady,12919,46496,0.277852,,32,635426,13243
3719032,G Face,España,He/Him,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Funk, Latin Hip-Hop/Rap, Latin",Developing,Growth,1136,25185,0.045106,,21,346904,1250
24864,Iván Troyano & Jm,España,,,Unknown Association,Pop,Developing,Growth,13287,4364,3.044684,,9,23780,354
157988,Terrier,España,,,Unknown Association,"Pop, Rock, Alternative",Developing,Steady,1453,433,3.355658,,2,27317,349
563577,Camellos,España,They/Them,Grupo,Ernie Records,"Pop, Indie Pop, Rock",Developing,Steady,14095,36127,0.390151,,29,135296,3589
265235,AlaDeMoska,España,They/Them,Grupo,"Maldito Records, S.L.","Punk, Pop, Rock",Developing,Growth,10909,41672,0.261782,,27,365330,2820
650331,Oktoba,España,,,Global Domination,Hip-Hop/Rap,Developing,Steady,7489,47753,0.156828,,29,256475,7024
9060486,Psypro,España,,,Psypro World,"African Pop, R&B/Soul, Alternative, African",Developing,Growth,,,,,,911,11
308116,Crisix,España,They/Them,Grupo,Crisix,Metal,Developing,Steady,44744,28502,1.569855,,28,888812,3286
4227725,alberto.vela,España,He/Him,Artistas solistas,El Rugido Music Services,"Latin Pop, Latin",Developing,Growth,832,21169,0.039303,,19,366271,334
591126,El Secreto de Herbie,España,They/Them,Grupo,Pando Studio,"Pop, Rock, Alternative",Developing,Steady,5006,126176,0.039675,,30,468509,3615
7674109,2001,España,,,M.D.L.R,"African Hip-Hop/Rap, Afrobeat, African",Developing,Explosive Growth,22222,111506,0.19929,,39,169546,2862
1122008,Jay Cas,España,,,El Mago,"Hip-Hop/Rap, Pop, Alternative Rap",Developing,Steady,4894,107330,0.045598,,38,528354,12496
840204,Selecto Picasso,España,,,Selecto Picasso,"Latin Hip-Hop/Rap, Latin",Developing,Growth,16755,73663,0.227455,,33,446492,13655
127028,KOP,España,,,Rock de Kasba,"Hip-Hop/Rap, Punk, Rock",Developing,Growth,16930,33499,0.505388,,26,267567,3821
246029,Benise,España,,,Spanish Guitar Entertainment,"New Age, Latin",Developing,Growth,11056,19007,0.58168,,22,166112,1393
500946,Sisa,España,,,"Distrokid, Sisa","Hip-Hop/Rap, Pop, Rock",Developing,Steady,7390,11613,0.636356,,18,187824,1722
4170268,Josue Rarujo,España,,,Distrokid,"Country, Pop, Singer/Songwriter",Developing,Steady,24814,79181,0.313383,,41,53313,1931
3611158,Taranto Flamenco,España,,,Rapport Digital Music,"Reggae, Flamenco, Latin",Developing,Steady,2216,72123,0.030725,,30,172123,2353
1005193,Kvinz,España,,,Music Bus Records,"Latin Hip-Hop/Rap, R&B/Soul, Latin Dance, Latin",Developing,Steady,,,,,,605470,12787
684515,Carlos Raya,España,,,Unknown Association,"Latin Rock, Metal, Singer/Songwriter, Latin",,,274,1246,0.219904,,15,296885,1649
3643419,Bellod,España,He/Him,Artistas solistas,"kodaybellod, Bellod","Hip-Hop/Rap, Afrobeat, Techno",Developing,Growth,197,2706,0.072801,,7,23275,199
749587,Clara Lago,España,,,Unknown Association,Pop,Developing,Steady,2606,26792,0.097268,,20,94881,358
202486,D.J. Nev,España,,,Unknown Association,"Electronic, Latin Dance, Latin Pop, Latin",Developing,Growth,10590,9814,1.079071,,15,178070,1060
9322616,De Rancho,España,He/Him,Grupo,"WMG (Warner Music Spain), H Roto","Pop, Rock, Holiday",Developing,Steady,2278,67131,0.033934,,30,815496,2086
278792,"Gran Orquesta Viena Harmony, Johann Strauss II",España,,,Unknown Association,Classical,Developing,Growth,1114,1068,1.043071,,3,23264,156
157366,Último Rekurso,España,They/Them,Grupo,Rebel Sound Music,"Punk, Rock, Alternative",Developing,Growth,1744,5850,0.29812,,12,266155,628
632515,Carlota de Santiago de Azcárate,España,,,Unknown Association,Others,,,,,,,,215885,586
3895104,Jae Gunna,España,He/Him,Artistas solistas,Distrokid,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Growth,544,34752,0.015654,,26,72298,962
632516,Aroa de Santiago de Azcárate,España,,,Unknown Association,Others,,,,,,,,215885,586
3499045,2.0 Fray,España,He/Him,Artistas solistas,"Drew TV Music, Drew TV","Latin Hip-Hop/Rap, Latin Dance, R&B/Soul, Latin",Developing,Growth,20562,154313,0.133249,,39,206341,5919
497922,Karmento,España,,,El Tragaluz,"Pop, Alternative, Singer/Songwriter",Developing,Steady,8637,20262,0.426266,,25,600897,1215
1032210,Mala Praxis,España,,,Mala Praxis,"Hip-Hop/Rap, R&B/Soul, Holiday",Developing,Explosive Growth,7685,37091,0.207193,,30,31654,1313
5787,The Art Company,España,,,Unknown Association,Pop,Developing,Steady,2674,56705,0.047156,,24,441716,3636
424850,Vinila von Bismark,España,,Artistas solistas,United Music Records,"Alternative, Dance, Rock",Developing,Steady,13301,74332,0.17894,,29,559400,7953
151634,Maria Ostiz,España,,,Unknown Association,"Latin Pop, Latin Classical, Latin",Developing,Growth,9438,23210,0.406635,,21,262485,718
3532143,Pilar Moxó,España,,,"2024 BoltMusic, uVeKa Music","Pop, Electronic, House",Developing,Steady,910,6339,0.143556,,36,1437415,13234
86385,Alex Kennon,España,He/Him,Artistas solistas,"Black Book Records, Knee Deep In Sound","Dance, Electronic, House",Developing,Steady,5335,64733,0.082415,,27,978150,10499
89095,Javi Cantero,España,He/Him,Artistas solistas,Brea Records,"Pop, Flamenco, Rock",Developing,Steady,13759,131057,0.104985,,35,775729,6615
16083,091,España,They/Them,Grupo,Unknown Association,"Latin Pop, Latin Rock, Latin",Developing,Steady,19439,38883,0.499936,,28,406280,2064
434936,Los Detectives,España,,,Imágenes Club Records,"Singer/Songwriter, Rock",,,868,41,21.170732,,29,1040343,3462
420203,H Roto,España,He/Him,Artistas solistas,H Roto,"Hip-Hop/Rap, Pop",Developing,Decline,12913,68570,0.188319,,30,910779,13540
341481,Jim Stubblefield,España,He/Him,Artistas solistas,Unknown Association,"Jazz, New Age",Developing,Steady,3719,58687,0.06337,,32,189203,1017
826114,Pedro LaDroga,España,,,Helsinkipro,"Latin Hip-Hop/Rap, Latin",Developing,Growth,60036,77326,0.776401,,35,828763,15205
4003406,Cutemobb,España,They/Them,Grupo,Unknown Association,Hip-Hop/Rap,Developing,Steady,10792,28570,0.377739,,26,246302,8516
1531979,Black Marfil,España,,,"Leful, Black Marfil","Hip-Hop/Rap, Reggae, Gangsta Rap",Developing,Steady,47462,75685,0.627099,,36,227995,7488
1388277,Cubanbeef,España,He/Him,Artistas solistas,Unknown Association,"Latin Pop, Latin Hip-Hop/Rap, Latin",Developing,Steady,3469,68667,0.050519,,28,636822,9422
1092610,Mistah Godeh,España,,,GUSPIRA RECORDS,"Reggae, Hip-Hop/Rap, Dancehall",Developing,Growth,5762,46191,0.124743,,29,204087,2889
213388,Jorge Vázquez,España,,Artistas solistas,BGM MUSIC,"Latin Pop, Reggae, Latin",Developing,Growth,3710,5647,0.656986,,13,267036,256
414320,Los Stop,España,,,Unknown Association,"Latin Pop, Soundtracks, Latin",Developing,Steady,4373,39994,0.109341,,24,260314,1360
5186957,El Morrales,España,She/Her,Artistas solistas,El Morrales,"Flamenco, Latin Pop, Latin Hip-Hop/Rap, Latin",Developing,Steady,13058,39204,0.333078,,29,89987,2074
3937795,Carlos Abril,España,He/Him,Artistas solistas,Carlos Abril,"R&B/Soul, Jazz, Pop",Developing,Steady,4702,41318,0.1138,,26,1592333,1916
158983,Capullo de Jerez,España,,,Unknown Association,"Flamenco, Latin Pop, Latin",Developing,Steady,28270,70139,0.403057,,33,192547,3858
4375937,Natural Language,España,,,"Nasty Enterprises, Julike","Electronic, Dance, House",Developing,Steady,2285,76617,0.029824,,28,382583,4923
26697,Maximiliano Calvo,España,He/Him,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Developing,Growth,3708,36140,0.102601,,24,361329,2857
1122890,Javi Guzman,España,He/Him,Artistas solistas,"Para k kieres saber eso jaja salu2 records, Hello Music!","Latin Dance, Electronic, House, Latin",Developing,Growth,34369,46177,0.744288,,30,1527693,1665
71900,Cóctel,España,,,Unknown Association,"Dance, Hip-Hop/Rap, Rock",Developing,Growth,,,,,0,14264,169
1092579,Perea,España,,,Perea,"Hip-Hop/Rap, Dance, Electronic",Developing,Growth,482,129355,0.003726,,33,461491,63
178843,La Cava,España,,,Unknown Association,"Alternative, Latin Pop, Latin, Alternative Rock",Developing,Growth,9582,80624,0.118848,,34,305512,2000
123400,David Clavijo,España,,,Reviews New Age,"New Age, Electronic, Ambient",Developing,Explosive Growth,3428,96997,0.035341,,31,1042606,1912
493103,Rizha,España,She/Her,Artistas solistas,"Ghost Kid, Ghost Kid Records","Latin Pop, Latin Dance, Alternative, Latin",Developing,Growth,33209,26863,1.236236,,27,943692,2681
1207644,Paula Bas,España,,,Unknown Association,"Blues, Jazz",Developing,Growth,373,115480,0.00323,,34,554353,1206
8225121,DistrictBeats,España,,,DistrictBeats,Hip-Hop/Rap,Developing,Steady,296,107598,0.002751,,34,132601,4245
640550,El Hombre Viento,España,,Grupo,Petricor,"Hip-Hop/Rap, Singer/Songwriter, Alternative",Developing,Growth,4868,86960,0.05598,,34,518987,7696
655669,We Architects,España,They/Them,Grupo,"Tropical House Records, Gahara","Pop, Electronic, Dance",Developing,Explosive Growth,3218,149731,0.021492,,32,3282589,3214
419521,Dolores Vargas,España,,,Belter,"Latin Pop, Latin, Flamenco, Holiday",Developing,Steady,2595,16760,0.154833,,17,301473,1859
313783,Hevia,España,He/Him,Artistas solistas,Mayk.it,"Pop, Folk, Rock",Developing,Growth,36677,58625,0.62562,,30,600391,4559
314129,Lewis Fautzi,España,He/Him,,"MOrd, Faut Section","Techno, Electronic, Dance",Developing,Steady,12652,37030,0.341669,,24,1176259,6931
1001596,Elvira Sastre,España,They/Them,Grupo,Unknown Association,"Pop, Rock, Alternative",Developing,Steady,21812,25329,0.861147,,24,181718,1617
1225962,Grupo Beatriz,España,They/Them,Grupo,"Gema Records 2023, Gema Records 2024","Latin Dance, Latin Folk, Latin Pop, Latin",Developing,Growth,7093,49153,0.144305,,30,149763,1505
3661699,DUBOSS,España,He/Him,Artistas solistas,Unknown Association,"Electronic, Dance, House",Developing,Decline,1645,81673,0.020141,,32,3563693,8929
6165582,los jueves,España,They/Them,Grupo,Unknown Association,Others,Developing,Steady,35,18,1.944444,,0,147,13
31454,Erick Galan,España,He/Him,Artistas solistas,Distrokid,"Latin Pop, Latin Dance, Latin Hip-Hop/Rap, Latin",Developing,Growth,,,,,,34334,135
4007542,Roger Padrós,España,He/Him,Artistas solistas,U98 Music,"Latin Pop, Latin Dance, Singer/Songwriter, Latin",Developing,Steady,2569,33801,0.076004,,26,222391,754
920390,Wesley Martins,España,He/Him,Artistas solistas,Unknown Association,"Dance, Electronic, Techno",Developing,Growth,390,1276,0.305643,,3,28883,493
934632,Manuel Ruiz Queco,España,,,Unknown Association,"Latin Pop, Flamenco, Latin",Developing,Explosive Growth,3031,92554,0.032748,,30,239646,2864
4076320,Pirris Sosa,España,,,Spanish Passion Seeds,"Latin Hip-Hop/Rap, Latin",Developing,Steady,16116,66439,0.242568,,36,165844,6602
3843154,Iker Jiménez,España,,,IKER JIMÉNEZ,"Electronic, Soundtracks, Dance",Developing,Steady,13018,2534,5.137332,,13,21988,50
1685414,Nika,España,,,Unknown Association,"Pop, Easy Listening",Developing,Growth,164,1255,0.130677,,4,7909,77
10780939,José del Curro,España,,,José del Curro,"Latin Dance, Alternative, House, Latin",Developing,Growth,552,30344,0.018191,,24,309663,321
3690434,Fectro,España,,,NCS,"Pop, Electronic, Hip-Hop/Rap",Developing,Steady,867,107350,0.008076,,34,2773429,6986
3630870,Agudo,España,,,Agudo,"Hip-Hop/Rap, Pop, Alternative Rap",Developing,Growth,5138,29774,0.172567,,28,157946,4935
4109461,Nawi,España,She/Her,Artistas solistas,"BMG, Nawi","Latin Pop, R&B/Soul, Latin Hip-Hop/Rap, Latin",Developing,Growth,1417,62219,0.022774,,24,558824,252
1125545,Jim Sutherland,España,,,Unknown Association,"Celtic, Soundtracks",,,,,,,,508449,2001
720017,Zazo & Gxurmet,España,,,Unknown Association,"Latin Hip-Hop/Rap, Electronic, Latin",Developing,Steady,13471,68903,0.195507,,29,1090623,9434
597131,Manu Beats,España,,,Ruanda Records,"Latin Hip-Hop/Rap, Latin",Developing,Steady,7830,46469,0.168499,,29,569524,5910
774267,Arancha Santiago,España,,,Fods Records,"Latin Pop, Latin Hip-Hop/Rap, Flamenco, Latin",Developing,Growth,6392,70608,0.090528,,30,278818,1695
426432,Angel Romero,España,He/Him,Artistas solistas,Unknown Association,"Classical, Instrumental, Flamenco",Developing,Steady,3997,37935,0.105364,,26,762189,1895
993987,Nuchi Sánchez,España,They/Them,Grupo,La Cupula Music,"Pop, Singer/Songwriter",Developing,Steady,,,,,,1393,4
766675,Nøgen,España,,,Balaunka,"Pop, Singer/Songwriter, Rock",Developing,Growth,20479,85306,0.240065,,38,236082,4378
38699,Clovis,España,,,"SME (Som Livre), RRC Music Co.","Hip-Hop/Rap, Pop, Rock",Developing,Steady,1037,493,2.103448,,2,711655,2060
292482,Lolita Sevilla,España,,,Unknown Association,"Flamenco, Latin Classical, Latin Pop, Latin",Developing,Growth,7265,17255,0.421037,,20,151924,600
60071,Verônica Costa,España,,,Labidad Music,"Dance, R&B/Soul, House",Developing,Growth,4806,1866,2.575563,,4,73919,240
578313,Gatibu,España,,,Panda Artist,"Pop, Rock",Developing,Growth,62236,102009,0.610103,,40,243041,8016
4126764,Blakk999,España,He/Him,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Alternative Rap, Instrumental",Developing,Steady,393,129743,0.003029,,35,51715,1151
3374275,Jesus Crazy,España,,,Unknown Association,"Reggae, Pop, Dancehall",Developing,Steady,5820,1316,4.422492,,6,2946,84
139549,La Paquera De Jerez,España,,,"Amor Indiano, Lanzadera Music","Flamenco, Latin",Developing,Steady,13987,44403,0.315001,,29,500980,1968
420563,Clara Moreno,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Dance, Latin, Electronic",Developing,Steady,5977,40251,0.148493,,24,356347,2657
3755097,Ané Carrasco,España,He/Him,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Pop",Developing,Steady,613,32775,0.018703,,24,241881,2019
800636,Melenas,España,They/Them,Grupo,MUSHROOM PILLOW,"Indie Rock, Pop, Rock",Developing,Steady,14245,24346,0.585106,,25,321601,3961
3448102,Claudio Montana,España,,,Goblins,"Hip-Hop/Rap, Dance, Pop",Developing,Explosive Growth,10877,72320,0.150401,,36,153465,4889
145860,Marango,España,,,Marango,"Latin Hip-Hop/Rap, Latin Dance, Latin Pop, Latin",Developing,Growth,888,1272,0.698113,,3,98025,449
4542158,Flamenco Juan Heredia,España,,,Go Kico,"Flamenco, Latin Pop, Alternative, Latin",Developing,Explosive Growth,3033,43430,0.069837,,33,57808,1757
20661,Risto,España,They/Them,,Unknown Association,"Rock, Dance, Electronic",Developing,Growth,7387,7716,0.957361,,16,57686,1829
1634368,Pantocrator,España,They/Them,Grupo,Unknown Association,"Pop, Rock, Alternative",Developing,Steady,10046,12872,0.780454,,21,96207,2830
1066790,Alann Ulises,España,,,Unknown Association,"Reggae, Dancehall",Developing,Steady,,,,,,63794,365
7285,Transfer,España,,,Unknown Association,"Punk, Rock, Dance",Developing,Growth,7454,19456,0.383121,,24,137130,944
1484335,Monty,España,,,"Monty, MusicAlligator","Latin Hip-Hop/Rap, Alternative, Flamenco, Latin",Developing,Growth,,,,,,315278,569
751479,Jose Asunción,España,He/Him,Artistas solistas,2btube,"Pop, Instrumental, R&B/Soul",Developing,Explosive Growth,4872,129514,0.037618,,37,90130,549
378890,Bala,España,They/Them,Grupo,[PIAS],"Rock, Pop, European Rock, Grunge, Hard Rock",Developing,Growth,25174,31886,0.7895,,31,343906,3207
479147,Biel Ballester Trio,España,They/Them,Grupo,RhythmicTide Music,"Jazz, Alternative, Easy Listening",Developing,Steady,9052,52440,0.172616,,27,736493,4290
4017861,Ven'nus,España,,,Halley Records,"Pop, Electronic, Alternative",Developing,Steady,3527,35459,0.099467,,27,127266,2078
910051,PUTOCHINOMARICÓN,España,They/Them,Grupo,Elefant Records,"Pop, Electronic, Dance",Developing,Steady,31158,37334,0.834574,,29,601336,5401
50374,Nasta,España,,,Nasta,"Hip-Hop/Rap, Gangsta Rap, Rock",Developing,Growth,9007,75229,0.119728,,34,291128,7516
331244,John Wesley,España,,,Unknown Association,"Hip-Hop/Rap, Dance, Rock",Developing,Growth,892,99540,0.008961,,30,237526,624
3728092,La Boa de Isaac,España,They/Them,Grupo,Unknown Association,"Pop, Alternative, Indie Rock",Developing,Steady,255,139311,0.00183,,30,779554,842
10826733,DJ Final Boss,España,,,Unknown Association,"Dance, Pop, Electronic",,,,,,,,1356813,76
9467531,Triquell,España,,,"Halley Records, Eufòria","Pop, Rock, Alternative",Developing,Steady,12200,72089,0.169235,,32,236457,3020
10103909,antimorbo,España,,,antimorbo productions,"Hip-Hop/Rap, Electronic",Developing,Growth,481,24013,0.020031,,17,27335,28
405111,Jacobo Serra,España,,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin",Developing,Steady,4119,88642,0.046468,,29,540433,2882
4796530,Hecky,España,He/Him,Artistas solistas,Goat Vision,"Latin Hip-Hop/Rap, Latin Pop, New Age, Latin",Developing,Growth,6245,53398,0.116952,,37,125917,2795
1115149,Flashy Ice Cream,España,,,Delirics,"Latin Hip-Hop/Rap, Latin Pop, Latin",Developing,Steady,10774,110077,0.097877,,37,578462,6691
3595274,vangoura,España,,,BMG,"Indie Pop, Pop, Alternative",Developing,Growth,5245,78432,0.066873,,32,676685,3731
1441,Manuel Barrueco,España,He/Him,Artistas solistas,Unknown Association,"Latin Classical, Instrumental, Latin",Developing,Steady,13182,61417,0.214631,,29,587800,3310
124068,Marlango,España,They/Them,,Altafonte,"Jazz, Pop, Alternative",Developing,Steady,78076,65119,1.198974,,33,599853,5853
420731,Lagartija Nick,España,They/Them,Grupo,Montgri,"Latin Pop, Latin Rock, Alternative, Latin",Developing,Growth,16877,33899,0.497861,,26,428798,2648
1657630,El Popo,España,,,"AIR Music Entertainment S.L., el popo","Flamenco, Vocal, Singer/Songwriter, Latin",Developing,Growth,15777,97688,0.161504,,39,66281,1870
3857243,Carlota Urdiales,España,She/Her,Artistas solistas,"Random Sounds, Carlota Urdiales",R&B/Soul,Developing,Growth,4225,15731,0.268578,,30,694101,6749
1515267,Faneka,España,They/Them,Grupo,UMG (Universal Music Spain),"Hip-Hop/Rap, Alternative, Singer/Songwriter",Developing,Growth,2824,16572,0.170408,,24,329984,900
2519,Castell,España,,,Unknown Association,"Latin Pop, Latin Dance, R&B/Soul, Latin",Developing,Steady,1123,4016,0.279631,,8,114951,733
1204439,Pochi,España,,,Studio 19,Hip-Hop/Rap,Developing,Steady,5513,76678,0.071898,,37,1035851,15946
4650639,Negra,España,,,"Kilato Music, S.L, Hathor Music","Latin Pop, Flamenco, Latin",Developing,Growth,2322,106933,0.021715,,31,118054,1169
1407964,Vega Almohalla,España,She/Her,Artistas solistas,MUSHROOM PILLOW,"Hip-Hop/Rap, Pop, Dance",Developing,Growth,7712,81355,0.094794,,30,744073,4965
1788908,DXPE,España,He/Him,Artistas solistas,"Rave Alert Records, H33 Records","Dance, Electronic, Techno",Developing,Steady,5140,44908,0.114456,,26,960796,9064
153287,Pablomora,España,He/Him,Artistas solistas,Níquel Records,"Latin Pop, Latin Rock, Latin",Developing,Steady,73531,118150,0.622353,,34,711662,6423
298963,DJ Pippi,España,He/Him,Artistas solistas,MUSIC FOR DREAMS,"Electronic, Dance, Pop",Developing,Steady,5497,66208,0.083026,,30,1019906,10183
3344429,Parquesvr,España,He/Him,Artistas solistas,Raso Estudio,"Rock, Punk, Dance",Developing,Steady,8642,52636,0.164184,,30,298723,1928
1141110,Vendex,España,He/Him,Artistas solistas,"Soma Records, Märked","Techno, Dance, Electronic",Developing,Steady,14987,45920,0.326372,,28,1427851,10315
4087059,Alu,España,He/Him,Artistas solistas,"2022 Alu bajo licencia exclusiva de Cutemobb, E.G LAND","Hip-Hop/Rap, Afrobeat",Developing,Growth,5831,58474,0.09972,,35,141897,5652
463273,Fernando García Baró,España,,,Unknown Association,Children's Music,,,,,,,,101243,282
3353835,David BFL,España,,,BFL Records,"Electronic, Dance, House",Developing,Growth,2837,107774,0.026324,,35,233104,2179
479144,Jero Romero,España,He/Him,Artistas solistas,Jero Romero. All rights reserved. Unauthorized reproduction is a violation of applicable laws. Distributed by Catapult.,Pop,Developing,Steady,19541,20695,0.944238,,24,1507668,3469
206815,Keymass & Bonche,España,They/Them,Grupo,Unknown Association,"Electronic, Latin Dance, Latin Pop, Latin",Developing,Steady,7664,19213,0.398897,,18,644388,2799
1537280,Viceversa,España,,,Unknown Association,"Hip-Hop/Rap, Pop, K-Pop",Developing,Steady,4445,40561,0.109588,,24,926289,2907
225761,O'Funk'illo,España,They/Them,Grupo,Unknown Association,"Latin Rock, Latin Pop, Funk, Latin",Developing,Growth,39825,47585,0.836923,,33,614821,5218
461899,Joan Miquel Oliver,España,,,Oigo Discos,"Pop, Rock, Alternative",Developing,Steady,21659,29780,0.7273,,28,981921,4956
6882122,La Paloma,España,They/Them,Grupo,La Castanya,"Pop, Alternative, Rock",Developing,Growth,11565,66013,0.175193,,34,320613,3717
561129,MPV,España,,,Naz4ri Music,"Latin Pop, Electronic, Latin Dance, Latin",Developing,Growth,1869,90969,0.020545,,31,770517,2499
476254,El Último Vecino,España,He/Him,Artistas solistas,Helsinkipro,"Latin Pop, Latin",Developing,Steady,24404,36656,0.665757,,30,733215,7915
1312902,Descendientes,España,They/Them,Grupo,BeatClap,"Rock, Metal, Punk",Developing,Steady,3632,17457,0.208054,,19,132607,318
676850,Michael League,España,He/Him,Artistas solistas,PAPER RECORDS,"Jazz, Alternative, Indie Pop",Developing,Steady,9495,39776,0.238712,,29,500932,2010
4218543,1adaaaan,España,,,Unknown Association,"Hip-Hop/Rap, Alternative, Alternative Rap",,,596,23970,0.024864,,25,163783,5312
3525972,Samyula,España,She/Her,Artistas solistas,Samyula,"Classical, New Age",Developing,Growth,1128,88735,0.012712,,34,1843759,903
275902,Nakany Kanté,España,,,Nakany Kante,"African Rock, Singer/Songwriter, African",Developing,Growth,1497,525,2.851429,,11,351346,647
316961,Fernando Caro,España,They/Them,Grupo,AM Música,"Latin Pop, Flamenco, Latin Rock, Latin",Developing,Steady,14489,32055,0.452004,,27,154069,1368
1632059,Lucía Fernanda,España,She/Her,Artistas solistas,"SME, White Diamond","Latin Pop, Easy Listening, Latin",Developing,Steady,4991,20602,0.242258,,19,1084453,3913
408187,Sergio Fernandez,España,He/Him,Artistas solistas,Insert Coin,"House, Dance, Electronic",Developing,Steady,2693,27516,0.09787,,20,695295,5471
310984,David Parejo,España,He/Him,Artistas solistas,David Parejo,"Latin Pop, Singer/Songwriter, Latin, Alternative Rock",Developing,Growth,8601,25375,0.338956,,22,52891,891
322146,Paco Peña,España,He/Him,Artistas solistas,The Fryderyk Chopin Institute,"Latin Classical, Flamenco, Latin",Developing,Growth,20442,53370,0.383024,,28,357503,2073
3957725,La Negra Flores,España,,,La Negra Flores,"Latin Hip-Hop/Rap, Flamenco, Latin",Developing,Growth,10607,98225,0.107987,,35,427569,1969
3605868,Fran Ares,España,He/Him,Artistas solistas,"La Pera Records, Soave Dusk, And Dance","House, Dance, Electronic",Developing,Growth,758,23024,0.032922,,20,1606117,609
138835,Zapato Veloz,España,,,Unknown Association,"Latin Pop, Latin Dance, Latin, Comedy",Developing,Steady,3796,74797,0.050751,,27,510473,3424
1433125,La Doble M,España,They/Them,Grupo,La Taifa Records,"Latin Hip-Hop/Rap, Flamenco, Latin",Developing,Steady,9794,76776,0.127566,,32,285497,4519
923864,Monkid,España,,,Nitron Music,"Electronic, Dance, Alternative",Developing,Steady,1361,103691,0.013126,,33,1899220,4162
550940,El Buen Hijo,España,They/Them,Grupo,Sonido Muchacho,"Pop, Indie Pop, Alternative",Developing,Steady,14346,40823,0.35142,,28,343397,5303
111668,Nada que decir,España,They/Them,Grupo,Unknown Association,"Latin Pop, Singer/Songwriter, Latin Rock, Latin",Developing,Steady,12176,3092,3.937904,,12,60086,807
1702201,Aniibal,España,She/Her,Artistas solistas,444 Records,"Latin Hip-Hop/Rap, Alternative, Latin",Developing,Growth,3685,10637,0.346432,,15,60097,1684
7850588,MULTIPLICA,España,,,Unknown Association,"Latin Hip-Hop/Rap, Latin",Developing,Growth,504,32104,0.015699,,22,282848,4810
