Chartmetric ID,Artista,País,Pronombres,Solista/Grupo,Etiquetas Asociadas,Géneros,Etapa de la carrera,Momentum Reciente,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Alcance Spotify / Relación Seguidores,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify
531,Enrique Iglesias,España,He/Him,Artistas solistas,SME (Sony Music Latin),"Latin Pop, Latin",Superstar,Growth,10902490,28328891,0.384854,,76,205939471,553606
612801,ROSALÍA,España,She/Her,Artistas solistas,SME (Columbia Records),"Latin Pop, Electronic, Latin Dance, Latin",Superstar,Decline,8129091,24676142,0.329431,,76,240093780,650245
149609,Rels B,España,He/Him,Artistas solistas,DALE PLAY Records / Flakk Team,"Latin Hip-Hop/Rap, R&B/Soul, Latin Pop, Latin",Superstar,Growth,7062916,23910527,0.295389,,82,137646537,276984
9354370,Quevedo,España,He/Him,,Quevedo,"Latin Hip-Hop/Rap, Latin Pop, Latin",Superstar,Steady,4506226,26817795,0.168031,,79,111531878,129940
1294,David Bisbal,España,He/Him,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Superstar,Growth,4519994,8186005,0.552161,,67,72310609,144017
3862,Pablo Alborán,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin",Superstar,Growth,4983398,13878795,0.359066,,71,76679823,157009
3884730,SAIKO,España,He/Him,Artistas solistas,"2024 SAIKONETA, 2023 SAIKO","Latin Hip-Hop/Rap, Latin Pop, R&B/Soul, Latin, Others",Superstar,Growth,952380,15088354,0.06312,,78,109703336,103034
4198945,Ibai Llanos,España,,,Unknown Association,"Hip-Hop/Rap, Dance, Comedy",Superstar,Explosive Growth,5298,12309,0.430417,,15,76043,1440
190,La Oreja de Van Gogh,España,They/Them,Grupo,Unknown Association,"Latin Pop, Latin",Superstar,Explosive Growth,3788516,14113222,0.268437,,71,58839307,108749
700,Alejandro Sanz,España,He/Him,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Superstar,Growth,7444989,12743783,0.584206,,72,125639647,204111
1428885,Morad,España,He/Him,Artistas solistas,M.D.L.R,"Latin Hip-Hop/Rap, Latin",Superstar,Growth,3077615,13941985,0.220744,,78,59498409,310372
776401,Aitana,España,She/Her,Artistas solistas,"UMG (Universal Music Spain), Hollywood Records","Latin Pop, Latin",Superstar,Steady,2978892,11281083,0.264061,,71,86559500,203551
214045,Bad Gyal,España,She/Her,Artistas solistas,UMG (Interscope),"Latin Hip-Hop/Rap, Latin Dance, R&B/Soul, Latin",Superstar,Steady,1628103,12879270,0.126413,,72,94042299,161344
1395386,Rvfv,España,He/Him,Artistas solistas,NASTU MUSIC,"Latin Hip-Hop/Rap, Latin",Superstar,Growth,635157,12338263,0.051479,,72,59953564,187831
247544,Manu Rios,España,,,Unknown Association,Pop,Superstar,Explosive Growth,66453,14793,4.492192,,16,233543,1991
188735,Rocío Dúrcal,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Legendary,Explosive Growth,4376289,7920936,0.552496,,67,39539400,71375
1044,Hombres G,España,They/Them,Grupo,WMG (Warner Music Spain),"Latin Pop, Latin Rock, Latin",Legendary,Growth,4254590,11110992,0.382917,,69,61700775,134303
6426109,YoSoyPlex,España,,,Plex Music,"Latin Hip-Hop/Rap, Latin Dance, House, Latin",Mainstream,Explosive Growth,211111,309916,0.681188,,43,722132,7826
4004432,Quevedo,España,,,Quevedo,"Latin Hip-Hop/Rap, Latin Pop, Latin",Superstar,Steady,,,,,,140029866,313422
740467,JC Reyes,España,,,Jc Reyes,"Latin Hip-Hop/Rap, Latin",Mainstream,Growth,673100,8629890,0.077996,,73,61272833,97751
1123831,Lola Indigo,España,She/Her,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Superstar,Steady,1205537,7897650,0.152645,,68,63538530,139975
3361833,Mikecrack,España,He/Him,Artistas solistas,Mikecrack,"Latin Pop, Holiday, Latin Dance, Latin",Superstar,Steady,851723,284536,2.993375,,46,491252,5696
5465086,JIMENENA,España,,,Wasted Media,"Hip-Hop/Rap, Pop, Alternative",Developing,Growth,,,,,,70,8
208276,Julio Iglesias,España,He/Him,Artistas solistas,Unknown Association,"Latin Pop, Vocal, Latin",Mainstream,Explosive Growth,2938428,4841725,0.606897,,68,33425433,84663
2530,Juan Magán,España,He/Him,Artistas solistas,UMG (Virgin Music),"Latin Pop, Electronic, Latin Dance, Latin",Superstar,Growth,1657553,8926308,0.185693,,66,73031056,274966
2005,Melendi,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Superstar,Growth,3819857,7239948,0.527608,,71,37186048,128007
3536451,Prophecy,España,They/Them,Grupo,Nova Collective,"Hip-Hop/Rap, Electronic, House",Developing,Steady,1967,1677087,0.001173,,49,21482784,2610
256665,Omar Montes,España,He/Him,Artistas solistas,SME (Sony Music Latin),"Flamenco, Latin Pop, Latin Hip-Hop/Rap, Latin",Mainstream,Growth,709348,9341648,0.075934,,72,83273937,161037
214141,C. Tangana,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Hip-Hop/Rap, Latin Pop, Latin",Superstar,Growth,2715909,9774702,0.277851,,71,60894495,307150
10425107,Bb trickz,España,,,SME (Sony Music Entertainment),"Latin Hip-Hop/Rap, Latin",Mid-Level,Growth,162511,4058977,0.040037,,62,18713348,8460
537670,LeBlanc,España,,,LE BLANC,"Hip-Hop/Rap, Dance, House",Superstar,Growth,29,251,0.115538,,0,132366,698
885635,TheGrefg,España,,,Unknown Association,Hip-Hop/Rap,Mainstream,Steady,126712,43560,2.908907,,26,356192,2490
209,Jarabe De Palo,España,They/Them,Grupo,Unknown Association,"Latin Rock, Latin Pop, Latin",Mainstream,Explosive Growth,1627790,8853102,0.183867,,65,43479961,148608
917,Mecano,España,They/Them,Grupo,Unknown Association,"Latin Pop, Latin",Mainstream,Growth,1787966,7322970,0.244159,,64,22846781,84082
207839,Ana Mena,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin Hip-Hop/Rap, Latin",Mainstream,Growth,856929,6366306,0.134604,,66,57277067,121178
9691009,iñigo quintero,España,He/Him,Artistas solistas,Acqustic,"Latin Pop, Indie Pop, Latin",Superstar,Steady,470355,10993924,0.042783,,67,45655179,94724
208392,La Quinta Estacion,España,They/Them,Grupo,Unknown Association,"Latin Pop, Latin",Mainstream,Explosive Growth,2975029,6038476,0.492679,,63,33387911,60673
10564942,Mar Lucas,España,,,DALE PLAY Records / Solido Records,"Latin Pop, Latin",Mid-Level,Growth,27994,1220699,0.022933,,52,7208240,4565
207522,Heroes Del Silencio,España,They/Them,Grupo,Unknown Association,"Latin Rock, Latin Pop, Latin",Mainstream,Explosive Growth,2582519,5219435,0.494789,,65,27281477,61412
1100706,LUCAS,España,He/Him,Artistas solistas,SM Entertainment,"Pop, K-Pop, Jazz",Developing,Growth,195976,538139,0.364174,,47,7691779,1530
344077,ElRubiusOMG,España,,,Pixel Songs Tm,"Dance, Pop, Electronic",Superstar,Growth,155686,138808,1.121592,,33,438374,7299
1101810,Pol Granch,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Steady,266273,7360507,0.036176,,63,35888527,121602
730121,Lucas Vidaur,España,He/Him,Artistas solistas,Unknown Association,Others,Mainstream,Steady,,,,,,131,1
169478,Abraham Mateo,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Superstar,Steady,1515026,5108014,0.296598,,65,58806527,126474
948,Bunbury,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Rock, Latin Pop, Latin",Mainstream,Growth,2561320,3739466,0.684943,,68,33046780,93512
3376331,Beny Jr,España,He/Him,Artistas solistas,LF BABYS,"Latin Hip-Hop/Rap, Latin",Mainstream,Steady,1187467,7990292,0.148614,,72,34644874,167522
201356,Marta Sánchez,España,She/Her,Artistas solistas,"Woman Music, Virtual Beat Studios","Latin Pop, Latin",Mainstream,Explosive Growth,447444,6133069,0.072956,,60,49386517,71629
988257,Twin Melody,España,,,SME (Sony Music Entertainment),"Latin Pop, Latin Children's Music, Latin Hip-Hop/Rap, Latin",Mainstream,Steady,41988,10149,4.137156,,18,518762,1071
5247,Alvaro Soler,España,He/Him,Artistas solistas,"Airforce1, SME (Epic)","Latin Pop, Latin",Mainstream,Decline,1731712,5644217,0.306812,,63,33759678,186125
487991,Sen Senra,España,,,UMG (Universal Music Spain),"Latin Pop, Electronic, R&B/Soul, Latin",Mid-Level,Steady,195668,1817252,0.107672,,58,17461193,59704
3728597,HVME,España,He/Him,Artistas solistas,"SME (Columbia Records), Gas Pedal","Pop, Electronic, Hip-Hop/Rap",Mainstream,Growth,68329,5299812,0.012893,,59,94489565,267929
144169,Camilo Sesto,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Growth,4162244,3836293,1.084965,,64,27246770,38660
1432,Mägo de Oz,España,They/Them,Grupo,WMG (Warner Music Spain),"Latin Rock, Metal, Hard Rock, Latin",Mainstream,Explosive Growth,4131062,3733749,1.106411,,66,11171262,64872
322333,Las Chuches,España,,,SME (Sony Music Entertainment),"Latin Pop, Latin",Developing,Growth,19023,210043,0.090567,,37,5917636,8687
1706546,Ángela Mármol,España,,,Unknown Association,"Hip-Hop/Rap, Pop",,,4533,7895,0.574161,,12,58550,809
208272,José Luis Perales,España,He/Him,Artistas solistas,Unknown Association,"Latin Pop, Latin",Mainstream,Growth,2427924,4735985,0.512654,,63,31723359,46152
217521,DELLAFUENTE,España,He/Him,Artistas solistas,MAAS,"Latin Hip-Hop/Rap, Latin",Mainstream,Growth,960736,5529844,0.173737,,68,22437781,118855
41761,Beret,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin Hip-Hop/Rap, Reggae, Latin",Mainstream,Growth,2973570,5810998,0.511714,,67,27596322,110014
209593,Amaral,España,They/Them,Grupo,SME (Sony Music Entertainment),"Latin Pop, Latin Rock, Alternative, Latin",Mainstream,Growth,783642,1663284,0.471141,,56,17336018,49129
168470,Rose Villain,España,They/Them,Artistas solistas,"WMG (Warner Music Group), SME (Columbia Records)","Hip-Hop/Rap, Pop, Dance",Mainstream,Explosive Growth,186215,4937815,0.037712,,68,13346289,41267
191443,Dario Nunez,España,They/Them,Grupo,SOLEADO RECORDINGS,"House, Dance, Electronic",Mainstream,Growth,10803,72184,0.149659,,29,1392501,9967
1031528,Sergio Ramos,España,,,Unknown Association,"Jazz, Rock, Singer/Songwriter",Mid-Level,Growth,28868,358984,0.080416,,40,995556,5220
1730136,Marc Seguí,España,,,WMG (Warner Music Spain),"Latin Pop, Latin Hip-Hop/Rap, Indie Pop, Latin",Mainstream,Steady,143900,7387487,0.019479,,63,35110180,124843
4240920,Nicole Wallace,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Mainstream,Steady,14920,7272,2.051705,,15,78927,449
1726432,Tunvao,España,He/Him,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Latin Pop, Latin",,,7640,1329096,0.005748,,53,21893089,23786
1472959,J Tade,España,He/Him,Artistas solistas,Tade,"Latin Hip-Hop/Rap, Latin Pop, Latin Rock, Latin",Mainstream,Growth,64436,48375,1.33201,,29,77859,376
1576173,Lia Kali,España,She/Her,Artistas solistas,Propaganda Pel Fet!,"Hip-Hop/Rap, Pop, R&B/Soul",Mid-Level,Growth,135793,6817342,0.019919,,66,21851524,18394
679,Estopa,España,They/Them,Grupo,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Growth,1947696,3962362,0.491549,,68,24729980,82634
187258,Alex Ubago,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin",Mainstream,Growth,2413203,5457222,0.442204,,63,41538299,62669
215348,Kidd Keo,España,He/Him,Artistas solistas,WMG (WEA),"Latin Hip-Hop/Rap, R&B/Soul, Trap, Latin",Mainstream,Steady,2846979,3722862,0.764729,,66,21286224,147497
207598,India Martinez,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Growth,953847,3682886,0.258994,,61,30407397,57125
51682,Natalia Jiménez,España,She/Her,Artistas solistas,SME (Sony Music Latin),"Latin Pop, Holiday, Latin Rock, Latin",Mainstream,Steady,961376,2643270,0.363707,,59,19256658,64533
508881,Melody,España,She/Her,Artistas solistas,Melody,"Latin Pop, R&B/Soul, Latin Hip-Hop/Rap, Latin",Mainstream,Decline,372693,3317127,0.112354,,58,27510127,42275
207066,Joaquín Sabina,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Growth,3015817,2977130,1.012995,,64,18354734,72560
4270958,zzoilo,España,,,Zzoilo,"Latin Pop, Latin Rock, Latin Hip-Hop/Rap, Latin",Mainstream,Growth,98927,4252528,0.023263,,58,33398774,119706
126185,La Unión,España,They/Them,Grupo,AXM,"Latin Rock, Latin Pop, New Age, Latin",Mainstream,Growth,590986,3586725,0.16477,,56,25215972,54205
5671,Hinds,España,They/Them,Grupo,LUCKY NUMBER,"Indie Rock, Rock, Pop",Mid-Level,Growth,137500,811809,0.169375,,45,20341901,17758
212499,Niña Pastori,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Flamenco, Singer/Songwriter, Latin",Mainstream,Steady,783358,2388807,0.327929,,56,16686763,46708
377488,Javi Luna,España,,,Unknown Association,"Dance, Hip-Hop/Rap, House",Mainstream,Growth,,,,,,574,9
210702,Porta,España,He/Him,Artistas solistas,En Boca de Tantos,"Latin Hip-Hop/Rap, Latin",Mainstream,Steady,2062762,1368672,1.507127,,58,3492217,31998
150839,Los Del Rio,España,They/Them,Grupo,"Arteoirte · Distributed by Ophion Distribution, SME (Sony Music Entertainment)","Latin Pop, Latin",Mainstream,Growth,58295,3298049,0.017676,,54,32149269,120255
4633607,Nebulossa,España,They/Them,Grupo,"Indica Entertainment, Atomic Records","Pop, Electronic, Dance",Developing,Growth,24131,2298235,0.0105,,55,4437999,3456
142070,Jeanette,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Growth,443247,2997735,0.147861,,56,17520960,67587
879392,Adriana Proenza,España,,,Adriana Proenza,"R&B/Soul, Pop, Electronic",Mainstream,Steady,23804,2167896,0.01098,,52,36690128,109989
760458,Jordi Wild,España,He/Him,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Rock, Hard Rock",Mainstream,Explosive Growth,14565,3406,4.276277,,8,56421,330
207594,Manuel Carrasco,España,He/Him,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Mainstream,Steady,2166864,2868662,0.755357,,63,23109995,58562
209585,Rozalén,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Singer/Songwriter, Latin Folk, Latin",Mainstream,Growth,833130,3728799,0.223431,,61,26161146,68120
943,Duncan Dhu,España,They/Them,Grupo,Unknown Association,"Latin Rock, Latin Pop, Latin",Mainstream,Growth,762304,3729149,0.204418,,57,24150850,49896
3951319,AMORE,España,,,"Mis Cosas, UMG (Universal Music Spain)","Latin Pop, Electronic, Latin Dance, Latin",Developing,Steady,14948,104714,0.142751,,36,1327280,5875
96576,Marlon,España,They/Them,Grupo,WMG (Warner Music Spain),"Pop, Rock, Electronic, Pop, Rock",Mainstream,Growth,88752,1053971,0.084207,,53,6312276,25502
209594,Malú,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Steady,1666228,2623481,0.635121,,58,18672154,39658
1127342,Pure Negga,España,He/Him,Artistas solistas,"Satélite K, Rapport Digital Music","Hip-Hop/Rap, Reggae, Singer/Songwriter",Mainstream,Growth,409448,1798567,0.227652,,59,4036340,33171
415218,El Canto Del Loco,España,They/Them,Grupo,Unknown Association,"Latin Pop, Latin Rock, Latin",Mainstream,Explosive Growth,1016959,2703912,0.376107,,61,15738134,68481
124776,Fito y Fitipaldis,España,They/Them,Grupo,Unknown Association,"Latin Rock, Latin Pop, Latin",Mainstream,Growth,2028918,2697461,0.752158,,63,18980264,61860
208110,Mala Rodríguez,España,Tu puta madre,Artistas solistas,Industria Works,"Latin Hip-Hop/Rap, Latin Pop, Latin",Mainstream,Growth,547505,1190490,0.459899,,53,14240539,86258
818823,Daviles de Novelda,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Hip-Hop/Rap, Flamenco, Latin Pop, Latin",Mainstream,Growth,267459,2804405,0.095371,,60,17741113,75713
212927,Willyrex,España,,,Unknown Association,"Hip-Hop/Rap, Dance, Soundtracks",Mainstream,Growth,125791,11579,10.863719,,20,181294,1063
109446,Las Ketchup,España,They/Them,Grupo,Controlla,"Holiday, Pop, Reggae",Mainstream,Growth,50714,2188644,0.023171,,51,23512847,84068
207037,Vanesa Martín,España,She/Her,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin",Mainstream,Growth,1132248,2772913,0.408324,,61,23626595,46419
207509,Los Rodriguez,España,They/Them,Grupo,Unknown Association,"Latin Rock, Latin Pop, Latin",Mainstream,Explosive Growth,696416,2428617,0.286754,,56,19907269,48076
1788202,Getafe C. F.,España,,,Unknown Association,Pop,,,,,,,,2300,33
3974714,El Bobe,España,,,Cycling Records,Hip-Hop/Rap,Mid-Level,Growth,120750,2989846,0.040387,,62,22379736,53967
119536,El Guincho,España,He/Him,Artistas solistas,Unknown Association,"Electronic, Alternative, Latin Rock, Latin",Mainstream,Steady,52721,810635,0.065037,,56,42453833,124641
108915,Antonio José,España,He/Him,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Mainstream,Growth,542739,2602430,0.208551,,59,19041518,43606
207514,Mikel Erentxun,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin",Mainstream,Growth,158675,3125803,0.050763,,55,17633045,37492
3573468,Leo Rizzi,España,He/Him,Grupo,WMG (Warner Music Spain),"Latin Pop, Electronic, Alternative, Latin",Mainstream,Steady,211259,2799254,0.07547,,57,24684736,54676
828185,Ariann Music,España,She/Her,Artistas solistas,M2 Music Group,"Latin Pop, Holiday, Latin Hip-Hop/Rap, Latin",Mainstream,Growth,157901,31706,4.980161,,32,203517,832
159826,Soge Culebra,España,,Artistas solistas,WMG (Warner Music Spain),Hip-Hop/Rap,Mainstream,Steady,241255,2446744,0.098602,,57,14237474,48744
1033533,Gus,España,,Artistas solistas,"UMG (Universal Music Latin Entertainment), gus2000","Latin Pop, Latin Hip-Hop/Rap, R&B/Soul, Latin",Developing,Growth,18047,259022,0.069674,,40,10293085,12714
11888,Rosario,España,She/Her,Artistas solistas,Picaflor Latin Music,"Latin Pop, Latin",Mainstream,Growth,762667,2557216,0.298241,,57,19570055,64114
186845,Maikel Delacalle,España,He/Him,Artistas solistas,Virgi Music Spain,"Latin Hip-Hop/Rap, R&B/Soul, Latin Pop, Latin",Mainstream,Growth,499562,3528629,0.141574,,60,22836825,98435
56274,Adexe & Nau,España,They/Them,Grupo,BMG,"Latin Pop, Latin",Mainstream,Steady,606972,470887,1.288997,,45,2695159,9856
22247,Isabel Pantoja,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Mainstream,Growth,1001128,1311775,0.763186,,52,11311588,18551
212621,Love of Lesbian,España,They/Them,Grupo,"WMG (Warner Music Spain), Pop Art","Latin Pop, Latin Rock, Alternative, Latin",Mid-Level,Growth,588610,843940,0.697455,,55,8556892,39334
207845,Raphael,España,He/Him,Artistas solistas,UMG (Virgin Music),"Latin Pop, Latin",Mainstream,Growth,846024,2633033,0.321312,,57,18719305,40557
79226,Antonio Orozco,España,He/Him,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Mainstream,Steady,1362529,2750589,0.495359,,57,18637419,40486
688,Rosana,España,She/Her,Artistas solistas,"Venex Records Estudio de Grabación, C.A., Symon","Latin Pop, Latin",Mainstream,Growth,853619,2722434,0.31355,,56,19873466,52611
179748,Alaska Y Dinarama,España,They/Them,Grupo,Unknown Association,"Latin Pop, Latin",Mainstream,Growth,283746,2197852,0.129102,,53,15939768,34932
209592,Lérica,España,They/Them,Grupo,"UMG (Universal Music Spain), WMG (Warner Music Spain)","Latin Pop, Latin",Mainstream,Growth,92765,1548163,0.059919,,56,13555889,57614
1729864,Camin,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Hip-Hop/Rap, Latin",Mainstream,Growth,215272,2723722,0.079036,,61,11036356,57005
434971,Nach,España,He/Him,Artistas solistas,"MAGNA RECORDS, UMG (Universal Music Spain)","Latin Hip-Hop/Rap, Latin",Mainstream,Growth,831844,1405872,0.591693,,56,4900561,34523
718123,Don Patricio,España,He/Him,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Latin",Mainstream,Growth,640855,2117229,0.302686,,53,13637730,94159
4504989,La Xinni,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Hip-Hop/Rap, Latin",Mainstream,Explosive Growth,8332,10745,0.77543,,20,191480,1634
211176,Ana Torroja,España,She/Her,Artistas solistas,OCESA Seitrack,"Latin Pop, Latin",Mainstream,Growth,728830,2544969,0.286381,,55,25736751,49374
918542,Cash,España,,,Adulari Entertainment,"Hip-Hop/Rap, Dance, Electronic",Mainstream,Growth,45,59,0.762712,,1,5830,105
209468,Leiva,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin Rock, Latin",Mainstream,Growth,732424,1468224,0.49885,,59,16094744,61736
425499,Víctor Manuel,España,He/Him,,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Explosive Growth,329298,916781,0.359189,,50,6099008,18456
476242,Miguel Gallardo,España,,,SME (Sony Music Entertainment),"Latin Pop, Vocal, Latin, Easy Listening",Mainstream,Explosive Growth,754867,1716575,0.439752,,55,11308307,12752
215544,Cruz Cafuné,España,He/Him,Artistas solistas,MÉCÈN Ent.,"Latin Hip-Hop/Rap, R&B/Soul, Latin",Mainstream,Steady,363516,1643783,0.221146,,66,27857462,151232
81634,Nacha Pop,España,They/Them,Grupo,Unknown Association,"Latin Pop, Latin Rock, Latin",Mainstream,Growth,350434,2021446,0.173358,,52,13144693,35675
169489,Bebe,España,She/Her,Artistas solistas,"CEO Culture, WMG (Warner Music Spain)","Latin Pop, Latin Rock, Christian, Latin",Mainstream,Growth,456197,1941706,0.234946,,55,12441540,75484
5427,Yall,España,They/Them,Grupo,"MUSHROOM PILLOW, Platoon","Pop, Hip-Hop/Rap, Electronic",Mainstream,Growth,41202,1284513,0.032076,,49,10691977,48366
447772,La Húngara,España,She/Her,Artistas solistas,Adriático Records,"Latin Pop, Latin",Mainstream,Growth,333089,2546069,0.130825,,56,17096745,88709
1096275,Nil Ojeda,España,,,Nil Ojeda,Hip-Hop/Rap,Mainstream,Steady,11396,8659,1.316087,,19,13209,165
124337,Joan Manuel Serrat,España,He/Him,Artistas solistas,Piccolo,"Latin Pop, Latin",Mainstream,Explosive Growth,1385235,1555269,0.890672,,58,14464926,42638
3772435,Paula Koops,España,They/Them,Grupo,"UMG (Universal Music Spain), Acqustic","Latin Pop, Latin",Mid-Level,Steady,52717,527039,0.100025,,48,1829292,8314
1776161,Víctor Pérez,España,,,Vic Pérez,"Latin Pop, Latin Hip-Hop/Rap, Singer/Songwriter, Latin",Mainstream,Steady,27166,4621,5.878814,,10,208749,852
566830,Dalas,España,He/Him,Artistas solistas,Eightless Records,"Pop, Dance, Electronic",Mainstream,Steady,28738,5869,4.896575,,13,69560,832
817773,Pépe,España,He/Him,Artistas solistas,Lapsus,"Electronic, House, Hip-Hop/Rap",Mainstream,Growth,7463,35440,0.210581,,22,676778,7100
1660825,Álvaro De Luna,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Pop, Rock, Alternative",Mainstream,Steady,154322,2585460,0.059688,,59,10824659,51485
210676,Arca,España,She/It,Artistas solistas,XL Recordings,"Electronic, Hip-Hop/Rap, Pop",Mainstream,Steady,540972,753696,0.717759,,57,17185305,79638
68069,Monica Naranjo,España,She/Her,Artistas solistas,Missis Oranges Productions S. L.,"Latin Pop, Latin",Mainstream,Growth,795066,1482599,0.536265,,55,11854189,28148
317492,Andy & Lucas,España,They/Them,Grupo,Altafonte,"Latin Pop, Latin",Mainstream,Growth,920618,1781887,0.516653,,55,12723391,38038
125911,Rasel,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin Dance, Flamenco, Latin",Mid-Level,Growth,135027,516325,0.261516,,46,4640337,24893
214063,Dani Martín,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Latin",Mainstream,Growth,894595,2382289,0.375519,,58,22623493,50330
276731,Yotuel,España,He/Him,Artistas solistas,Chancleta Records,"Latin Pop, Latin",Mainstream,Growth,21625,1103326,0.0196,,54,25395311,63747
827463,Delaossa,España,He/Him,Artistas solistas,DALE PLAY Records,Hip-Hop/Rap,Mainstream,Explosive Growth,275971,2740906,0.100686,,61,12560035,75699
103745,Antonio Carmona,España,He/Him,Artistas solistas,"Llave de Sol Producciones, JonRon Music","Latin Pop, Flamenco, Latin",Mainstream,Growth,131578,2085383,0.063095,,53,16696145,49757
213876,Macaco,España,They/Them,Grupo,SME (Sony Music Entertainment),"Latin Pop, Alternative, Latin Rock, Latin",Mainstream,Growth,405267,1639247,0.247228,,54,18973169,64716
405496,Niño de Elche,España,He/Him,Artistas solistas,SME (Sony Music Entertainment),"Latin Pop, Flamenco, Latin",Mainstream,Growth,36811,2403469,0.015316,,54,17490440,97799
31909,Dyango,España,He/Him,Artistas solistas,World Music Factory,"Latin Pop, Latin",Mainstream,Explosive Growth,1021381,1462246,0.698501,,54,9815317,16415
719173,Dani Fernández,España,He/Him,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin Rock, Alternative, Latin",Mainstream,Growth,206730,1706982,0.121108,,59,9250388,33281
215086,Vetusta Morla,España,They/Them,Grupo,Pequeño Salto Mortal,"Latin Rock, Alternative, Latin",Mid-Level,Growth,734961,1114639,0.659371,,57,10332316,43178
208948,Baccara,España,They/Them,Grupo,Team 33 Music S.L.,"Pop, Dance, Rock",Mainstream,Growth,170339,1193916,0.142673,,48,12953988,54788
74651,Sak Noel,España,He/Him,Artistas solistas,Barnaton,"Electronic, House, Latin Pop, Latin",Mainstream,Steady,130421,1273575,0.102405,,49,22625242,123998
94031,Sidecars,España,They/Them,Grupo,WMG (Warner Music Spain),"Latin Pop, Latin",Mid-Level,Growth,205453,491413,0.418086,,49,4981929,22906
5920766,roots,España,,,Unknown Association,"Latin Dance, Latin Hip-Hop/Rap, Latin Pop, Latin",,,1055,149648,0.00705,,44,881666,1639
3897528,Javi Chapela,España,He/Him,Artistas solistas,"Sin Anestesia bajo licencia exclusiva de Javi Chapela, Influx","Pop, Alternative, Singer/Songwriter",Mid-Level,Growth,4267,338487,0.012606,,41,653846,2436
210313,Sergio Contreras,España,He/Him,Artistas solistas,Fods Records,"Latin Pop, Latin Hip-Hop/Rap, Flamenco, Latin",Mid-Level,Growth,266202,950717,0.280001,,50,6309261,30499
1531135,Destripando la Historia,España,They/Them,Grupo,"Yolao Entertainment S.L., GMFive Music","Children's Music, Pop, Rock",Mainstream,Growth,796995,601927,1.324073,,55,971710,11240
1092022,Joana Santos,España,They/Them,Grupo,Joana Santos,"Flamenco, Latin Pop, Salsa, Latin",Mid-Level,Growth,25000,471974,0.052969,,47,1948322,8447
587197,Argentina,España,,,"Mark Music, BeatClap","Flamenco, Latin",Mid-Level,Steady,11245,34967,0.321589,,31,526660,3634
293573,Pica-Pica,España,They/Them,Grupo,WMG (Warner Music Spain),"Latin Children's Music, Latin Rock, Latin",Mainstream,Growth,93604,444886,0.2104,,48,1695634,9238
