Chartmetric ID,Artista,País,Pronombres,Solista/Grupo,Etiquetas Asociadas,Géneros,Etapa de la carrera,Momentum Reciente,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify
821109,Cris Moné,España,She/Her,Artistas solistas,Real Key Music,"Latin Pop, Latin Hip-Hop/Rap, Reggae, Latin",Developing,Growth,37517.0,75334.0,0.498009,29.0,538534.0,4656.0
3304306,Yoly Saa,España,She/Her,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin Rock, Latin",Developing,Growth,21214.0,74274.0,0.285618,33.0,1064665.0,6112.0
403229,Jennifer Lara,España,She/Her,Artistas solistas,"Sydney Crooks, Sydney Crooks-productions","Reggae, Alternative",Developing,Steady,11770.0,73641.0,0.159829,28.0,1057830.0,13320.0
1028764,Fusa Nocta,España,She/Her,Artistas solistas,"Fusa Nocta, 2024 Fusa Nocta","Hip-Hop/Rap, Pop",Developing,Growth,19406.0,72659.0,0.267083,29.0,466553.0,2312.0
567032,Lisa M,España,She/Her,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Latin Dance, House, Latin",Developing,Steady,5912.0,71106.0,0.083143,28.0,740613.0,2422.0
188421,Gloria Lasso,España,She/Her,Artistas solistas,Concord,"Latin Pop, Vocal, Country, Latin",Developing,Steady,12631.0,69409.0,0.181979,28.0,556602.0,4202.0
479275,Rebeca,España,She/Her,Artistas solistas,UMG,"Latin Pop, Latin",Developing,Steady,8646.0,69142.0,0.125047,28.0,702570.0,2986.0
308958,Gata Cattana,España,She/Her,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Indie Pop, Alternative, Latin",Developing,Growth,101084.0,68811.0,1.469009,36.0,374519.0,8599.0
436980,Montserrat Figueras,España,She/Her,Artistas solistas,Unknown Association,"Classical, Soundtracks",Developing,Growth,23640.0,68513.0,0.345044,32.0,516594.0,6323.0
175863,Monica Molina,España,She/Her,Artistas solistas,Müzikaryum,"Latin Pop, Latin",Developing,Growth,16964.0,65070.0,0.260704,32.0,345341.0,5005.0
47012,Nuria Fergó,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Steady,73151.0,63647.0,1.149324,29.0,362271.0,3144.0
828811,Drea Dury,España,She/Her,Artistas solistas,Wagram Music,"R&B/Soul, Latin Pop, Latin",Developing,Steady,5038.0,63488.0,0.079354,29.0,336036.0,2833.0
4109461,Nawi,España,She/Her,Artistas solistas,"Nawi, BMG","Latin Pop, R&B/Soul, Latin Hip-Hop/Rap, Latin",Developing,Growth,1417.0,62219.0,0.022774,24.0,262319.0,241.0
911424,MAVICA,España,She/Her,Artistas solistas,Broken Levee,"Singer/Songwriter, Pop, Dance",Developing,Decline,8454.0,61676.0,0.137071,29.0,934560.0,4957.0
256091,Dàmaris Gelabert,España,She/Her,Artistas solistas,Tot Sona Records,"Children's Music, Pop, Soundtracks",Developing,Growth,21364.0,61546.0,0.347122,39.0,121329.0,2806.0
1615024,Maria Blaya,España,She/Her,Artistas solistas,Sonido Muchacho,"Pop, Hip-Hop/Rap, Alternative",Developing,Steady,8394.0,60380.0,0.13902,27.0,1444155.0,6327.0
10460487,Moni Motes,España,She/Her,Artistas solistas,Aster,Pop,Developing,Growth,6542.0,59354.0,0.11022,30.0,83911.0,1802.0
894025,BRONQUIO,España,She/Her,Artistas solistas,Loveplugged,"Electronic, Pop, Soundtracks",Developing,Steady,10358.0,58170.0,0.178064,30.0,594111.0,6361.0
1096899,Yasiris,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Dance, Latin Hip-Hop/Rap, Latin",Developing,Steady,637.0,57643.0,0.011051,27.0,1189117.0,3856.0
1084479,Lapili,España,She/Her,Artistas solistas,Lapili,"Latin Hip-Hop/Rap, Latin Pop, Afrobeat, Latin",Developing,Steady,20093.0,57009.0,0.352453,27.0,947532.0,3656.0
3988452,Playtime with Twinkle,España,She/Her,Artistas solistas,Unknown Association,Children's Music,Developing,Steady,1128.0,56263.0,0.020049,36.0,46822.0,224.0
1117568,Anderson Rocio,España,She/Her,Artistas solistas,AndersonRocio Music,"Pop, Electronic, Rock",Developing,Steady,5623.0,54914.0,0.102396,30.0,1566918.0,4509.0
291597,Vega,España,She/Her,Artistas solistas,La Madriguera Records,"Latin Pop, Latin",Developing,Steady,29810.0,54275.0,0.54924,29.0,933768.0,3941.0
505183,Stafas,España,She/Her,Artistas solistas,"Martin Music, Martín Music","Pop, Rock, Metal",Developing,Growth,5215.0,54130.0,0.096342,30.0,91200.0,1015.0
3590874,Luzma,España,She/Her,Artistas solistas,PirosDigitalSingles,"Electronic, Latin Hip-Hop/Rap, Flamenco, Latin",Developing,Steady,1852.0,54003.0,0.034294,28.0,199463.0,479.0
1693286,Sofia Coll,España,She/Her,Artistas solistas,Eufòria,"Pop, R&B/Soul, Dance",Developing,Growth,5220.0,51813.0,0.100747,30.0,144445.0,1099.0
818424,Lynn,España,She/Her,Artistas solistas,Lynn,"Pop, Dance, Rock",Developing,Steady,3782.0,51029.0,0.074115,26.0,1620075.0,5092.0
1788403,Carla Collado,España,She/Her,Artistas solistas,Calaverita Records,"Pop, Alternative, Singer/Songwriter",Developing,Growth,8695.0,50390.0,0.172554,31.0,243661.0,2534.0
791711,Andrea Cruz,España,She/Her,Artistas solistas,Andrea Cruz,"Folk, Rock, Alternative",Developing,Steady,6194.0,50344.0,0.123034,23.0,832816.0,1034.0
260905,Anna Tur,España,She/Her,Artistas solistas,Lowlita Records,"Electronic, Techno, Dance",Developing,Growth,7017.0,49853.0,0.140754,28.0,1330216.0,881.0
10068003,Faenna,España,She/Her,Artistas solistas,292,Hip-Hop/Rap,Developing,Growth,10477.0,49765.0,0.210529,32.0,78855.0,1961.0
135472,Ruth Lorenzo,España,She/Her,Artistas solistas,Scorpiia,"Latin Pop, Latin Rock, Latin Dance, Latin",Developing,Steady,41504.0,49393.0,0.840281,26.0,569267.0,3307.0
715923,Tini Gessler,España,She/Her,Artistas solistas,TOOLROOM,"House, Electronic, Dance",Developing,Steady,6486.0,49060.0,0.132205,27.0,752064.0,4671.0
1211095,Balkan Paradise Orchestra,España,She/Her,Grupo,Calaverita Records,"Pop, Hip-Hop/Rap, Rock",Developing,Steady,22563.0,46559.0,0.484611,28.0,524573.0,2497.0
97135,Angel Stanich,España,She/Her,Artistas solistas,G.O.Z.Z. Records,"Latin Pop, Alternative, Latin, Alternative Rock",Developing,Growth,42434.0,46290.0,0.916699,30.0,667052.0,4706.0
201904,Hanna,España,She/Her,Artistas solistas,Hanna/PirosDigital,"Latin Pop, Latin Dance, Latin Hip-Hop/Rap, Latin",Developing,Steady,15339.0,46223.0,0.331848,26.0,347566.0,1748.0
803867,Luna Keller,España,She/Her,Artistas solistas,"Luna K Music, Luna Keller","Singer/Songwriter, Pop, Alternative",Developing,Growth,9175.0,45256.0,0.202736,27.0,731098.0,1911.0
1372350,Paranoid 1966,España,She/Her,Artistas solistas,Sonar LLC.,"Latin Hip-Hop/Rap, R&B/Soul, Latin Pop, Latin",Developing,Growth,18905.0,44226.0,0.427463,29.0,1233968.0,13157.0
5583,Barei,España,She/Her,Artistas solistas,BAREI,"Latin Pop, Latin Dance, Electronic, Latin",Mid-Level,Steady,14726.0,43525.0,0.338334,23.0,674829.0,3801.0
3528595,Anne Lukin,España,She/Her,Artistas solistas,Sweet Bird S.L,"Pop, Indie Pop, Alternative",Developing,Steady,15390.0,43375.0,0.354813,25.0,868237.0,3495.0
471894,Remedios Amaya,España,She/Her,Artistas solistas,Unknown Association,"Flamenco, Latin Pop, Latin",Developing,Growth,43262.0,42587.0,1.01585,28.0,923666.0,5295.0
847144,Nikki García,España,She/Her,Artistas solistas,MovieScore Media,"Soundtracks, Electronic",Developing,Steady,1935.0,41044.0,0.047145,28.0,273238.0,1120.0
73144,Xandra Garsem,España,She/Her,Artistas solistas,Real Key Music,"Latin Pop, Latin Rock, Singer/Songwriter, Latin",Developing,Growth,41227.0,40837.0,1.00955,28.0,510761.0,3065.0
4083229,La Santa Music,España,She/Her,Artistas solistas,Redolent,"House, Dance, Electronic",Developing,Growth,1606.0,40803.0,0.03936,24.0,256674.0,3184.0
420563,Clara Moreno,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Jazz, Latin",Developing,Steady,5977.0,40251.0,0.148493,24.0,356083.0,2649.0
9756,Rosa Leon,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Children's Music, Singer/Songwriter, Latin",Developing,Explosive Growth,8599.0,39522.0,0.217575,22.0,25890.0,536.0
718120,Rakky Ripper,España,She/Her,Artistas solistas,Rakky Ripper,"Pop, Dance, Electronic",Developing,Steady,21947.0,39467.0,0.556085,29.0,729683.0,6294.0
5186957,El Morrales,España,She/Her,Artistas solistas,El Morrales,"Flamenco, Latin Pop, Latin Hip-Hop/Rap, Latin",Developing,Steady,13018.0,39211.0,0.331999,29.0,89871.0,2071.0
1423711,Sara Roy,España,She/Her,Artistas solistas,Halley Records,"Pop, Electronic, Singer/Songwriter",Developing,Growth,3216.0,39004.0,0.082453,24.0,218543.0,1835.0
1141493,Ámbar Garcés,España,She/Her,Artistas solistas,Disney Music Group,"Holiday, Soundtracks, Latin",Developing,Growth,1490.0,38935.0,0.038269,32.0,198538.0,353.0
217199,Raquel Arias,España,She/Her,Artistas solistas,Estrellarias Records,"Merengue, Jazz, Salsa, Latin",Developing,Growth,11085.0,38630.0,0.286953,22.0,121941.0,1209.0
3316128,Legión Española,España,She/Her,Artistas solistas,Unknown Association,Others,Developing,Steady,6789.0,38048.0,0.178433,22.0,100016.0,1375.0
647188,Loreto Sesma,España,She/Her,Artistas solistas,Loreto Sesma,"Pop, Alternative, Singer/Songwriter",Developing,Growth,34429.0,37707.0,0.913067,26.0,144797.0,900.0
476366,Chila Lynn,España,She/Her,Artistas solistas,Executive Sound Music Group LLC.,"Soundtracks, Pop, Rock",Developing,Steady,7784.0,37278.0,0.208809,24.0,309731.0,951.0
4070644,Aida Ramírez,España,She/Her,Artistas solistas,Urban Music Spain,"Latin Hip-Hop/Rap, Latin Pop, Flamenco, Latin",Developing,Steady,643.0,36489.0,0.017622,26.0,186975.0,637.0
1378015,Sila Lua,España,She/Her,Artistas solistas,"ALTAFONTE, Altafonte","Latin Hip-Hop/Rap, Latin Pop, Alternative, Latin",Developing,Steady,6711.0,36166.0,0.185561,23.0,1029969.0,3152.0
262315,Playa Cuberris,España,She/Her,Artistas solistas,Acqustic,"Latin Pop, Latin Rock, Latin",Developing,Steady,6673.0,35994.0,0.185392,23.0,389971.0,2733.0
5746616,Poncelam,España,She/Her,Artistas solistas,Poncelam,"Latin Hip-Hop/Rap, Latin",Developing,Steady,11078.0,35285.0,0.313958,31.0,79110.0,1664.0
3580350,ROJAZ,España,She/Her,Artistas solistas,"Rojaz, Other Projects","Electronic, Dance, Pop",Developing,Steady,2768.0,34341.0,0.080603,22.0,1535874.0,5899.0
3529395,Eva B,España,She/Her,Artistas solistas,WMG (Warner Music Spain),"R&B/Soul, Pop, Rock",Developing,Steady,43460.0,33863.0,1.283407,27.0,470063.0,3293.0
492456,Pavvla,España,She/Her,Artistas solistas,Unknown Association,"Pop, Indie Pop, Rock",Developing,Steady,9637.0,32491.0,0.296605,23.0,482541.0,3037.0
334751,Marina Rossell,España,She/Her,Artistas solistas,Unknown Association,"Electronic, Rock, Dance",Developing,Growth,12130.0,31280.0,0.387788,25.0,178424.0,1947.0
828185,Ariann Music,España,She/Her,Artistas solistas,M2 Music Group,"Latin Pop, Holiday, Latin Hip-Hop/Rap, Latin",Mainstream,Growth,157746.0,30997.0,5.089073,28.0,207811.0,829.0
368675,Chelina Manuhutu,España,She/Her,Artistas solistas,"Sola, Hot Fuss","House, Electronic, Dance",Developing,Steady,21001.0,30964.0,0.678239,24.0,1390944.0,5022.0
835950,María Ruiz,España,She/Her,Artistas solistas,María Ruiz,"Pop, Christian, Singer/Songwriter",Developing,Steady,15753.0,30884.0,0.51007,36.0,783091.0,7036.0
1132765,Papus,España,She/Her,Artistas solistas,Papus,"Hip-Hop/Rap, Pop, Dance",Developing,Growth,1465.0,30441.0,0.048126,21.0,293229.0,3603.0
1112291,Alejo Marín,España,She/Her,Artistas solistas,MURENTERTAINMENT,"Latin Pop, Latin",Developing,Steady,16922.0,30182.0,0.560665,22.0,249408.0,2966.0
4143385,Mu Dimon,España,She/Her,Artistas solistas,Unknown Association,"Children's Music, Pop, Instrumental",Developing,Growth,92.0,29934.0,0.003073,31.0,9906.0,93.0
4123916,Olaia Inziarte,España,She/Her,Grupo,Panda Artist,"Indie Pop, Pop, Rock",Developing,Growth,4538.0,29270.0,0.155039,29.0,26918.0,1520.0
479137,Nat Simons,España,She/Her,Artistas solistas,BeatClap,"Pop, Rock, Alternative",Developing,Growth,7144.0,29224.0,0.244457,24.0,295539.0,1696.0
648907,Marem Ladson,España,She/Her,Artistas solistas,Distrokid,"Pop, Alternative, Singer/Songwriter",Developing,Decline,9200.0,29079.0,0.31638,21.0,736092.0,3713.0
4269890,IDOIA,España,She/Her,Artistas solistas,IDOIA,"Pop, Hip-Hop/Rap, Rock",Developing,Growth,6313.0,29063.0,0.217218,32.0,166066.0,2498.0
5512552,Antía Ameixeiras,España,She/Her,Artistas solistas,Unknown Association,"Dance, Alternative, Folk, Worldbeat",Developing,Growth,160.0,28416.0,0.005631,21.0,222254.0,114.0
325918,La Nef,España,She/Her,Artistas solistas,LA NEF,"Classical, Celtic",Developing,Steady,2263.0,27792.0,0.081426,22.0,466250.0,2238.0
3424629,Astrid Canales,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Steady,2943.0,27734.0,0.106115,21.0,86809.0,1816.0
217811,Tu Madre Es Puta,España,She/Her,Artistas solistas,BeatClap,"Punk, Rock, Alternative",Developing,Growth,18781.0,27695.0,0.678137,31.0,122138.0,944.0
493103,Rizha,España,She/Her,Artistas solistas,"Ghost Kid, Ghost Kid Records","Latin Pop, Latin Dance, Alternative, Latin",Developing,Growth,33212.0,27468.0,1.209116,26.0,943596.0,2673.0
7636123,Ultraligera,España,She/Her,Grupo,BeatClap,"Pop, Alternative, Indie Rock",Developing,Growth,3223.0,27272.0,0.11818,25.0,1020249.0,879.0
452376,La Favi,España,She/Her,Artistas solistas,"Dim Mak Records, Sana Sana","Latin Hip-Hop/Rap, Electronic, Latin Pop, Latin",Developing,Steady,31848.0,26606.0,1.197023,28.0,916861.0,8028.0
3702105,Cariatydes,España,She/Her,Artistas solistas,Cariatydes,"R&B/Soul, Pop, Alternative",Mid-Level,Growth,5180.0,25080.0,0.206539,21.0,1087445.0,251.0
519746,Joana Jiménez,España,She/Her,Artistas solistas,Lanzadera Music,"Flamenco, Latin",Developing,Growth,6883.0,24830.0,0.277205,23.0,89955.0,1137.0
1449422,Any González,España,She/Her,Artistas solistas,Any González,"Latin Hip-Hop/Rap, Flamenco, Latin",Developing,Steady,1470.0,24659.0,0.059613,27.0,308385.0,4791.0
404842,Rosario La Tremendita,España,She/Her,Artistas solistas,Rosario La Tremendita,"Flamenco, Latin",Developing,Steady,8414.0,24404.0,0.34478,22.0,46503.0,1357.0
3644982,Leire,España,She/Her,Artistas solistas,Leire,"Pop, Dance, Alternative",Developing,Steady,4402.0,24033.0,0.183165,23.0,407718.0,1293.0
4132213,Paula Valseka,España,She/Her,Artistas solistas,Paula Valseka,"Hip-Hop/Rap, R&B/Soul, Pop",Developing,Steady,356.0,23699.0,0.015022,21.0,38265.0,2104.0
252095,Núria Graham,España,She/Her,Artistas solistas,UMG (Universal Music Spain),"Pop, Alternative, Rock",Developing,Steady,20809.0,23085.0,0.901408,24.0,540726.0,3694.0
558689,Carlos Cabezas,España,She/Her,Artistas solistas,Musica & Entretenimiento,"Pop, Rock, Alternative",Developing,Growth,16634.0,22873.0,0.727233,21.0,54139.0,1046.0
1631002,Alba Ventura,España,She/Her,Artistas solistas,Unknown Association,"Classical, Instrumental, Soundtracks",Developing,Decline,457.0,22642.0,0.020184,18.0,1271745.0,1369.0
863364,Sombra Alor,España,She/Her,Artistas solistas,Bola 9,"Hip-Hop/Rap, Alternative, Alternative Rap",Developing,Growth,7137.0,22516.0,0.316975,23.0,71255.0,1642.0
7974039,Belén Jurado,España,She/Her,Artistas solistas,Distrokid,"Latin Pop, Electronic, Latin Dance, Latin",Developing,Explosive Growth,5986.0,22338.0,0.267974,29.0,166586.0,113.0
406745,Luthea Salom,España,She/Her,Artistas solistas,Unknown Association,"Pop, Singer/Songwriter, Rock",Developing,Steady,11148.0,21900.0,0.509041,23.0,203056.0,2265.0
1100754,Elena Salguero,España,She/Her,Artistas solistas,"Elena Salguero, Kaylamusic","Latin Hip-Hop/Rap, Latin Pop, Latin",Developing,Growth,1922.0,21414.0,0.089754,19.0,388682.0,1383.0
4112323,Verde Prato,España,She/Her,Artistas solistas,Plan B Rec,"Pop, Alternative, Singer/Songwriter",Developing,Growth,9508.0,21368.0,0.444964,25.0,90254.0,3009.0
560354,Eimear Quinn,España,She/Her,Artistas solistas,Unknown Association,"Holiday, Vocal, Singer/Songwriter",Developing,Growth,2810.0,21244.0,0.132273,18.0,233261.0,1287.0
726929,Luisa Maria Güell,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Explosive Growth,4290.0,21058.0,0.203723,22.0,50733.0,544.0
470889,Fairyland,España,She/Her,Artistas solistas,Unknown Association,Metal,Developing,Steady,46339.0,20683.0,2.240439,23.0,275815.0,1922.0
650739,Belén Peña,España,She/Her,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Flamenco",Developing,Steady,982.0,20651.0,0.047552,20.0,68748.0,1419.0
1632059,Lucía Fernanda,España,She/Her,Artistas solistas,"SME, White Diamond","Latin Pop, Easy Listening, Latin",Developing,Steady,4991.0,20602.0,0.242258,19.0,1086972.0,3904.0
40026,Elsa Kopf,España,She/Her,Artistas solistas,soft music,Pop,Developing,Growth,3520.0,20386.0,0.172668,19.0,235397.0,668.0
516735,Kuve,España,She/Her,Artistas solistas,KUVE,"Alternative, Pop, Rock",Developing,Steady,4386.0,19872.0,0.220713,20.0,350556.0,1043.0
476246,Brigitte Laverne,España,She/Her,Artistas solistas,Ground Control,"Pop, Indie Pop, Electronic",Developing,Steady,4917.0,19527.0,0.251805,19.0,545372.0,2844.0
886687,Aroxa,España,She/Her,Artistas solistas,UMG (Virgin Music),"Latin Hip-Hop/Rap, Latin Pop, Latin",Developing,Steady,293.0,19410.0,0.015095,18.0,151048.0,628.0
3528586,Maialen,España,She/Her,Artistas solistas,Unknown Association,"Pop, Rock, Hard Rock",Developing,Steady,16612.0,19383.0,0.85704,20.0,199055.0,1795.0
9638927,Ona Mafalda,España,She/Her,Artistas solistas,Mafalda Music,"Pop, Alternative, Electronic",Developing,Decline,8202.0,18610.0,0.440731,21.0,218703.0,3091.0
714501,Fran DC,España,She/Her,Artistas solistas,Be One Records,"Electronic, House, Pop",Developing,Growth,5742.0,18473.0,0.310832,20.0,188329.0,2702.0
1035123,Angeles Arboleda,España,She/Her,Artistas solistas,GIF MUSIC AND BUSINESS SL,"Latin Pop, Latin Rock, Latin",Developing,Steady,1191.0,18372.0,0.064827,21.0,138707.0,352.0
1430155,Argia,España,She/Her,Artistas solistas,Atomnation,"Electronic, House, Dance",Developing,Steady,1884.0,18257.0,0.103193,18.0,601939.0,1619.0
657417,Rosario Flores,España,She/Her,Artistas solistas,Productora BELÉN,"Worldbeat, Country, Latin, Holiday",Developing,Growth,18441.0,18016.0,1.02359,22.0,27373.0,207.0
1117825,Anita Franklin,España,She/Her,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Christian, Electronic",Developing,Steady,3602.0,17970.0,0.200445,19.0,12063.0,693.0
1725347,DeTeresa,España,She/Her,Artistas solistas,DeTeresa,"Latin Pop, R&B/Soul, Alternative, Latin",Developing,Steady,3140.0,17213.0,0.18242,22.0,215211.0,309.0
165111,La Shica,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Flamenco, Latin",Developing,Steady,14230.0,17038.0,0.835192,24.0,292253.0,2784.0
3640855,Ángela González,España,She/Her,Artistas solistas,DoubleGlez,"Latin Pop, Latin Rock, Alternative, Latin",Developing,Growth,2332.0,17027.0,0.136959,20.0,28054.0,862.0
459042,Lorena Álvarez,España,She/Her,Artistas solistas,"El Volcán Música, 2024 El Volcán Música","Pop, Soundtracks, Singer/Songwriter",Developing,Steady,8871.0,16971.0,0.522715,22.0,119957.0,2073.0
725815,Andrea González Caballero,España,She/Her,Artistas solistas,AGECYmusic,"Classical, Instrumental, Alternative",Developing,Steady,2997.0,16898.0,0.177358,19.0,84664.0,532.0
38716,Charo,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Dance, Instrumental, Latin",Developing,Steady,5406.0,16676.0,0.324178,17.0,689080.0,3511.0
839982,Belén Natalí,España,She/Her,Artistas solistas,Costa Futuro,"Reggae, R&B/Soul, Hip-Hop/Rap",Developing,Steady,4432.0,16100.0,0.27528,21.0,152102.0,3462.0
85751,Cristina,España,She/Her,Artistas solistas,Rainlover Music,"R&B/Soul, Dance, Pop",Developing,Steady,4973.0,15889.0,0.312984,19.0,538072.0,3363.0
4431136,Andrea Rocatti,España,She/Her,Artistas solistas,Andrea Rocatti,"Pop, Dance, Alternative",Developing,Steady,2502.0,15737.0,0.158988,19.0,290484.0,159.0
534079,Ley DJ,España,She/Her,Artistas solistas,"DSK POP Records, Dsk Pop Records","Pop, Electronic, Dance",Developing,Steady,3610.0,15049.0,0.239883,18.0,306347.0,2159.0
916566,Jordan Boyd,España,She/Her,Artistas solistas,444,"R&B/Soul, Latin Pop, Latin Hip-Hop/Rap, Latin",Developing,Steady,4068.0,14920.0,0.272654,17.0,353839.0,2089.0
3489358,Chata Flores,España,She/Her,Artistas solistas,Altafonte,"Hip-Hop/Rap, Reggae, Alternative Rap",Developing,Growth,2083.0,14616.0,0.142515,18.0,31618.0,759.0
74500,Ñu,España,She/Her,Grupo,Pies Compañía Discográfica,"Rock, Hard Rock, Metal",Developing,Decline,26644.0,14181.0,1.878852,21.0,343567.0,2647.0
124767,Maria Bayo,España,She/Her,Artistas solistas,Unknown Association,"Classical, Opera, Soundtracks",Developing,Steady,2507.0,14021.0,0.178803,18.0,142884.0,1139.0
776406,Mireya Bravo,España,She/Her,Artistas solistas,"AIR Music Entertainment S. L., AIR Music Entertainment S.L.","Latin Pop, Latin Rock, Latin",Developing,Steady,46373.0,13769.0,3.367928,18.0,206651.0,1142.0
420874,SES,España,She/Her,Artistas solistas,Altafonte,"Latin Rock, Latin Pop, Alternative, Latin",Developing,Growth,20687.0,13737.0,1.505933,25.0,328644.0,1723.0
308148,La Niña De La Puebla,España,She/Her,Artistas solistas,Death Is Not the End,"Flamenco, Latin",Developing,Growth,14583.0,13533.0,1.077588,19.0,114589.0,997.0
403427,Young Ash,España,She/Her,Artistas solistas,The Full Ten,"Hip-Hop/Rap, Dance, Pop",Developing,Steady,3443.0,13438.0,0.256214,18.0,431373.0,3376.0
4480982,Marta Sánchez,España,She/Her,Artistas solistas,Intakt Records,"Jazz, Electronic, Vocal",Developing,Growth,1968.0,13349.0,0.147427,15.0,18044.0,94.0
645349,Verónica Romero,España,She/Her,Artistas solistas,BeatClap,"Latin Pop, Latin Rock, Latin Classical, Latin",Developing,Growth,4338.0,13252.0,0.327347,19.0,165328.0,455.0
524891,Angel Sevilla,España,She/Her,Grupo,"Angel Sevilla, MaMMaMusic Label","Latin Pop, Electronic, Singer/Songwriter, Latin",Developing,Growth,7601.0,13237.0,0.574224,16.0,760773.0,140.0
3635436,Elsa Muñiz,España,She/Her,Artistas solistas,PlayPlan,"Classical, Instrumental",Developing,Growth,602.0,13118.0,0.045891,19.0,467837.0,192.0
4314898,ALCALÁ,España,She/Her,Artistas solistas,Satélite K,"Alternative, Flamenco, Latin Pop, Latin",Developing,Steady,570.0,13095.0,0.043528,17.0,74958.0,234.0
498806,Maui,España,She/Her,Artistas solistas,María L. Ramírez Arjona,"Hip-Hop/Rap, Flamenco, Pop",Developing,Steady,5416.0,12858.0,0.421216,20.0,62509.0,1194.0
778668,Marta Knight,España,She/Her,Artistas solistas,La Castanya,"Indie Pop, Pop, Alternative",Developing,Steady,2779.0,12818.0,0.216804,18.0,147832.0,1109.0
1422251,mags,España,She/Her,Artistas solistas,recordJet,"Hip-Hop/Rap, Pop, Electronic",Mid-Level,Growth,1847.0,12639.0,0.146135,16.0,249521.0,955.0
309163,Lucía Pérez,España,She/Her,Artistas solistas,"Espacial / Lucía Pérez & Zé Amaro, LUCÍA PÉREZ","Latin Pop, Latin Rock, Latin, Christian",Developing,Growth,2582.0,12520.0,0.20623,17.0,193375.0,900.0
4106300,Laborde,España,She/Her,Artistas solistas,Elefant Records,"Pop, Electronic, Alternative",Developing,Growth,1854.0,12428.0,0.149179,16.0,85565.0,1628.0
332530,Pilar Lorengar,España,She/Her,Artistas solistas,Unknown Association,"Classical, Opera, Vocal",Developing,Growth,1299.0,12325.0,0.105396,19.0,231860.0,1438.0
4214711,CLARAGUILAR,España,She/Her,Artistas solistas,Lapsus,"Soundtracks, Electronic, Dance",Developing,Growth,1388.0,12275.0,0.113075,16.0,400515.0,198.0
3652898,Violetta Arriaza,España,She/Her,Artistas solistas,Mysongsbox Music,"Latin Pop, Reggae, Instrumental, Latin",Developing,Steady,627.0,12017.0,0.052176,16.0,50946.0,336.0
3971901,Paola Hermosín,España,She/Her,Artistas solistas,Hermosín Records,"Pop, Alternative, Singer/Songwriter",Developing,Growth,15310.0,11791.0,1.298448,21.0,42072.0,716.0
7810794,Martina diRosso,España,She/Her,Artistas solistas,UMG (Universal Music Spain),"Latin Pop, Latin",Developing,Steady,1431.0,11429.0,0.125208,15.0,116201.0,473.0
3937797,Lil Ella,España,She/Her,Artistas solistas,Jeanne d'Arc,"Pop, Dance, Hip-Hop/Rap",Developing,Steady,630.0,11350.0,0.055507,13.0,7713.0,277.0
314303,Fernanda Martins,España,She/Her,Artistas solistas,Audiocode Records,"Techno, Dance, Electronic",Developing,Growth,13335.0,11101.0,1.201243,15.0,221981.0,1579.0
215087,Alondra Bentley,España,She/Her,Artistas solistas,Sonido Muchacho,"Pop, Alternative, Singer/Songwriter",Developing,Growth,10731.0,11093.0,0.967367,32.0,1338823.0,5488.0
186577,Ainhoa Arteta,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Classical, Vocal, Latin",Developing,Growth,11322.0,11061.0,1.023596,17.0,89572.0,1407.0
1702201,Aniibal,España,She/Her,Artistas solistas,444 Records,"Latin Hip-Hop/Rap, Alternative, Latin",Developing,Growth,3683.0,10855.0,0.339291,14.0,60091.0,1682.0
322008,Clara Montes,España,She/Her,Grupo,Clara Montes,"Latin Pop, Latin",Developing,Growth,13830.0,10776.0,1.283408,21.0,84725.0,781.0
4504989,La Xinni,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Latin Hip-Hop/Rap, Latin",Mainstream,Explosive Growth,8332.0,10745.0,0.77543,20.0,191345.0,1633.0
8361044,Katty MK,España,She/Her,Artistas solistas,MG Records [Powered by Planet Distribution],"Latin Hip-Hop/Rap, Latin Pop, Electronic, Latin",Developing,Growth,749.0,10420.0,0.071881,15.0,361251.0,526.0
1699160,Berta Garrido,España,She/Her,Artistas solistas,Blanco y Negro Music,"Electronic, Hip-Hop/Rap, Pop",Developing,Steady,546.0,10395.0,0.052525,13.0,285161.0,435.0
847175,Anita Kuruba,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Folk, Latin Hip-Hop/Rap, Latin",Developing,Growth,2755.0,10355.0,0.266055,17.0,121542.0,1995.0
