Chartmetric ID,Artista,País,Pronombres,Solista/Grupo,Etiquetas Asociadas,Géneros,Etapa de la carrera,Momentum Reciente,Seguidores en Spotify,Oyentes mensuales en Spotify,Tasa de conversión en Spotify,Popularidad en Spotify,Alcance de playlists en Spotify,Conteo de las playlists en Spotify
3536184,Carolina Alabau,España,She/Her,Artistas solistas,2023 Casa Limon America LLC,"Jazz, Pop, Flamenco",Developing,Explosive Growth,2212.0,2280.0,0.970175,8.0,49435.0,177.0
82602,Chloé Bird,España,She/Her,Artistas solistas,LaMacarena,"Pop, Alternative, Ambient",Developing,Steady,2535.0,2271.0,1.116248,7.0,14387.0,409.0
384302,Tomasa La Macanita,España,She/Her,Artistas solistas,Unknown Association,Others,Developing,Growth,963.0,2255.0,0.427051,7.0,40071.0,475.0
6005372,Sandra Promis,España,She/Her,Artistas solistas,Unknown Association,Latin,Developing,Steady,44.0,2239.0,0.019652,6.0,6488.0,367.0
585932,Arrels De Gràcia,España,She/Her,Artistas solistas,"Factoria Chakataga, Arrels de Gràcia","Latin Rock, Latin",Developing,Growth,1515.0,2217.0,0.683356,11.0,75658.0,308.0
5787972,Cecilia Zango,España,She/Her,Artistas solistas,Cecilia Zango,"Hip-Hop/Rap, R&B/Soul, Pop",Developing,Growth,877.0,2162.0,0.405643,11.0,32621.0,57.0
605266,María Esther Guzmán,España,She/Her,Artistas solistas,Unknown Association,"Classical, Rock",Developing,Growth,588.0,2160.0,0.272222,9.0,32846.0,162.0
1571180,Aranxa,España,She/Her,Artistas solistas,"K1-Recordz, Ignition Digital","Electronic, Dance, Trance",Developing,Steady,1700.0,2155.0,0.788863,7.0,92246.0,518.0
992819,Paula Grande,España,She/Her,Artistas solistas,U98 Music,"Pop, Jazz, Hip-Hop/Rap",Developing,Growth,1020.0,2144.0,0.475746,7.0,22574.0,339.0
4233289,Alvva,España,She/Her,Artistas solistas,Unknown Association,"Dance, Classical, Electronic",Developing,Steady,563.0,2144.0,0.262593,9.0,51460.0,683.0
4085496,Anouck The Band,España,She/Her,Artistas solistas,Anouck,"Pop, Rock, Alternative",Developing,Growth,877.0,2134.0,0.410965,10.0,15014.0,211.0
4083991,Carla Frigo,España,She/Her,Artistas solistas,Carla Frigo,"Latin Pop, Latin Dance, Latin Hip-Hop/Rap, Latin",Mid-Level,Growth,3293.0,2130.0,1.546009,8.0,20983.0,480.0
58828,Diana Wolf,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Dance, Electronic, Latin",Developing,Growth,294.0,2123.0,0.138483,5.0,9638.0,58.0
1512437,L-R,España,She/Her,Artistas solistas,L-R,"Rock, Alternative, Singer/Songwriter",Developing,Steady,1691.0,2108.0,0.802182,10.0,55013.0,322.0
66535,Skama la rede,España,She/Her,Artistas solistas,Unknown Association,"Pop, Rock, Alternative",Developing,Growth,2678.0,2106.0,1.271605,11.0,53098.0,424.0
5860703,Mina Fajardo,España,She/Her,Artistas solistas,Mina Fajardo,"Children's Music, Holiday, New Age",Developing,Growth,46.0,2056.0,0.022374,12.0,417147.0,44.0
3830800,Sara Deop,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin",Developing,Growth,853.0,2048.0,0.416504,5.0,81277.0,483.0
1377528,Luna Zuazu,España,She/Her,Artistas solistas,Luna Zuazu,"Latin Pop, Latin",Developing,Steady,1048.0,2021.0,0.518555,5.0,16383.0,295.0
6171850,Jessica Xhuain,España,She/Her,Artistas solistas,uVeKa Music,"Electronic, House",Developing,Steady,266.0,2005.0,0.132668,5.0,37400.0,20.0
4021440,Canciller,España,She/Her,Artistas solistas,"Entrebotones, S.L.","Pop, Alternative, Indie Pop",Developing,Steady,461.0,1995.0,0.231078,10.0,17703.0,176.0
5280469,Marcy Adame,España,She/Her,Artistas solistas,Independiente,"Christian, Pop, Holiday",Developing,Steady,346.0,1992.0,0.173695,5.0,19757.0,144.0
1030399,Claudia Tejeda,España,She/Her,Artistas solistas,"WyldCard, Clover Records, And Dance","House, Dance, Electronic",Developing,Steady,988.0,1965.0,0.502799,8.0,213926.0,836.0
4266265,Ana Cloch,España,She/Her,Artistas solistas,Ana Cloch,"Latin Pop, Latin",Developing,Growth,450.0,1894.0,0.237592,6.0,4125.0,19.0
256974,Marta Tchai,España,She/Her,Artistas solistas,Marta Tchai,"Dance, Pop, Rock",Developing,Growth,7233.0,1886.0,3.835101,5.0,70700.0,63.0
1399996,Yamila,España,She/Her,Artistas solistas,Umor-Rex,"Electronic, Alternative, Ambient, Latin",Developing,Steady,1045.0,1834.0,0.569793,5.0,390909.0,418.0
77762,Carmen La Hierbabuena,España,She/Her,Artistas solistas,Hierbabuena Música,"Pop, Dance, R&B/Soul",Developing,Growth,2710.0,1825.0,1.484932,8.0,21382.0,359.0
7367461,ALAI,España,She/Her,Artistas solistas,"Oso Polita Records, StonedDogs Records","Electronic, House, Rock",Developing,Growth,245.0,1756.0,0.139522,7.0,2466.0,238.0
373196,Lídia Pujol,España,She/Her,Artistas solistas,Satélite K,"Classical, Pop, Singer/Songwriter",Developing,Growth,2047.0,1751.0,1.169046,7.0,53668.0,323.0
1511160,Ondina,España,She/Her,Artistas solistas,Unknown Association,"Pop, Flamenco",Developing,Steady,846.0,1742.0,0.485649,5.0,645.0,80.0
1328462,Manuela Vellés,España,She/Her,Artistas solistas,Unknown Association,"Reggae, Pop, Alternative",Developing,Growth,1905.0,1741.0,1.094199,10.0,144708.0,567.0
3438999,Nia Ocean,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Latin Dance, Latin",Developing,Growth,9538.0,1735.0,5.497406,9.0,305912.0,404.0
1542186,Felipa del Moreno,España,She/Her,Artistas solistas,Distrokid,Flamenco,Developing,Steady,1622.0,1734.0,0.935409,19.0,44697.0,843.0
247486,Elena Setién,España,She/Her,Artistas solistas,THRILL JOCKEY,"Jazz, Pop, Alternative",Developing,Growth,2102.0,1729.0,1.215732,6.0,220629.0,408.0
1360686,Anna Ferrer,España,She/Her,Artistas solistas,Masanai Records,"Classical, Pop, Electronic",Developing,Steady,1694.0,1699.0,0.997057,8.0,18609.0,527.0
1609245,Laura West,España,She/Her,Artistas solistas,NPI Label,"Latin Pop, R&B/Soul, Alternative, Latin",Developing,Steady,1462.0,1673.0,0.873879,5.0,854276.0,895.0
1293579,La Chicacharcos,España,She/Her,Artistas solistas,La Chicacharcos,"Children's Music, Alternative, Alternative Rock",Developing,Decline,1779.0,1664.0,1.069111,12.0,15072.0,214.0
1002562,Constanza Herrero,España,She/Her,Artistas solistas,"Constanza Herrero, Wings Access","Christian, Pop, Singer/Songwriter",Developing,Steady,1540.0,1657.0,0.92939,5.0,96686.0,87.0
1385981,Sílvia Gironell,España,She/Her,Artistas solistas,Unknown Association,"Pop, R&B/Soul, Funk",Developing,Growth,101529.0,1655.0,61.346828,11.0,566.0,6.0
4085822,Elem,España,She/Her,Artistas solistas,BeatClap,"Pop, Dance, Rock",Developing,Steady,876.0,1645.0,0.532523,8.0,49300.0,168.0
372035,Eva Davis,España,She/Her,Artistas solistas,Davis Entertainment Group Corp.,"Latin Hip-Hop/Rap, Latin Pop, Country, Latin",Developing,Steady,1151.0,1632.0,0.70527,6.0,38550.0,270.0
3590565,Laura Arroyo,España,She/Her,Artistas solistas,BigBlue,"Classical, Pop, Alternative",Developing,Steady,428.0,1625.0,0.263385,4.0,66051.0,304.0
519745,Laura gallego,España,She/Her,Grupo,Lanzadera Music,"Latin Pop, Latin",Developing,Steady,5050.0,1619.0,3.119209,13.0,7516.0,335.0
369822,Tori Sparks,España,She/Her,Artistas solistas,Unknown Association,"Country, Rock, Alternative",Developing,Growth,1518.0,1611.0,0.942272,5.0,35266.0,220.0
23423,Latex Diamond,España,She/Her,Artistas solistas,Unknown Association,"Latin Hip-Hop/Rap, Latin",Developing,Growth,2670.0,1606.0,1.662516,9.0,18709.0,436.0
740933,Elizmi Haze,España,She/Her,Artistas solistas,Elizmi Haze,"Dance, R&B/Soul, Pop",Developing,Steady,9516.0,1600.0,5.9475,12.0,439002.0,212.0
3793878,Anguesomo,España,She/Her,Artistas solistas,Anguesomo,"African Dance, R&B/Soul, Afrobeat, African",Developing,Steady,2892.0,1581.0,1.829222,9.0,31191.0,706.0
479245,Blanca Ross,España,She/Her,Artistas solistas,"Between Polarities, Blanca Ross","Dance, Electronic, House",Developing,Growth,1827.0,1544.0,1.18329,5.0,59872.0,563.0
8083240,Cafeína Gris,España,She/Her,Artistas solistas,"Aria Music, Santa Elena Music","Pop, Rock, Singer/Songwriter",Developing,Growth,713.0,1542.0,0.462387,6.0,100285.0,72.0
1420686,Compro Oro,España,She/Her,Artistas solistas,Unknown Association,Pop,Developing,Steady,1937.0,1529.0,1.266841,7.0,21308.0,396.0
1035110,Lexxar,España,She/Her,Artistas solistas,Lexxar,"Hip-Hop/Rap, Pop, Rock",Developing,Steady,564.0,1511.0,0.373263,4.0,16195.0,721.0
1591162,Marina Yers,España,She/Her,Artistas solistas,Marina Yers,"Electronic, Latin Dance, Latin Hip-Hop/Rap, Latin",Mid-Level,Decline,21008.0,1493.0,14.070998,3.0,125218.0,609.0
7131096,Nía Zalén,España,She/Her,Artistas solistas,"WMG (Warner Music Spain), Nía Zalén","Latin Pop, Latin",Developing,Steady,600.0,1489.0,0.402955,15.0,54605.0,66.0
5554496,Lunnari,España,She/Her,Artistas solistas,"Indefinite Recordings, Lunnari","Hip-Hop/Rap, Dance, Electronic",Developing,Steady,1135.0,1485.0,0.76431,7.0,32567.0,446.0
5720983,Daga Voladora,España,She/Her,Artistas solistas,"WMG (Warner Music Spain), Lovemonk Discos Buenos",Pop,Developing,Growth,141.0,1475.0,0.095593,5.0,9126.0,62.0
4334785,Edelvais,España,She/Her,Artistas solistas,"Edelvais, Edelvais Shklovsky","R&B/Soul, Pop, Electronic",Developing,Growth,294.0,1475.0,0.199322,11.0,54432.0,2.0
1462433,Rose Finn,España,She/Her,Artistas solistas,Rose Finn Music,"Country, Jazz, Pop",Developing,Steady,3071.0,1465.0,2.096246,14.0,52348.0,356.0
1364976,ANGE,España,She/Her,Artistas solistas,ANGE and Vinny Lunar,"Pop, Electronic, Latin Pop, R&B/Soul",Developing,Growth,561.0,1460.0,0.384247,5.0,85915.0,243.0
3303846,s.h.b.,España,She/Her,Artistas solistas,s.h.b.,"Electronic, House, Dance",Developing,Growth,815.0,1413.0,0.576787,9.0,4.0,3.0
14162,Ariadna Castellanos,España,She/Her,Artistas solistas,Unknown Association,"Electronic, Dance, Pop",Developing,Steady,2269.0,1313.0,1.728104,4.0,40196.0,441.0
3925981,Sheila Patricia,España,She/Her,Artistas solistas,Sheila Patricia,"Electronic, R&B/Soul, Alternative",Developing,Growth,1273.0,1280.0,0.994531,6.0,22181.0,245.0
8192177,Elena Kole,España,She/Her,Artistas solistas,Prima Classic,Classical,Developing,Steady,97.0,1266.0,0.076619,11.0,1303.0,38.0
3683069,Admire,España,She/Her,Artistas solistas,Gomx Records,"Reggae, R&B/Soul, Hip-Hop/Rap",Developing,Growth,528.0,1265.0,0.417391,8.0,956.0,32.0
3633366,Pilu Velver,España,She/Her,Artistas solistas,Unknown Association,"Singer/Songwriter, Pop",Developing,Growth,1520.0,1260.0,1.206349,4.0,8119.0,242.0
3676323,Oh Margó,España,She/Her,Artistas solistas,OH MARGÓ,"Latin Pop, Latin Pop, Pop, Electronic, Alternative",Developing,Growth,309.0,1254.0,0.246411,4.0,34486.0,73.0
832852,Lucia Lilikoi,España,She/Her,Artistas solistas,Lucia Lilikoi,"Pop, Folk, Rock",Developing,Growth,1113.0,1244.0,0.894695,11.0,130699.0,198.0
7219944,DESTÍNA,España,She/Her,Artistas solistas,DESTÍNA,"Pop, R&B/Soul, Holiday",Developing,Steady,263.0,1237.0,0.212611,3.0,150882.0,43.0
4307086,Emileo,España,She/Her,Artistas solistas,Emileo,"Dance, Alternative, Singer/Songwriter",Developing,Growth,657.0,1228.0,0.535016,12.0,4907.0,40.0
3846212,Andrea Borrás,España,She/Her,Artistas solistas,MagicRecordsMusic,"R&B/Soul, Pop, Reggae",Developing,Steady,732.0,1224.0,0.598039,10.0,13868.0,78.0
4166155,Laura Delany,España,She/Her,Artistas solistas,Laura Delany,"R&B/Soul, Dance, Pop",Developing,Growth,239.0,1201.0,0.199001,2.0,3131.0,9.0
505092,La Ogra que todo lo logra,España,She/Her,Artistas solistas,Ogra Records,"Pop, Comedy, Electronic",Developing,Growth,1731.0,1186.0,1.459528,4.0,16039.0,220.0
1732837,María de Juan,España,She/Her,Artistas solistas,Son Buenos,"R&B/Soul, Pop, Alternative",Developing,Growth,1939.0,1181.0,1.641829,6.0,26869.0,382.0
3630879,Malu Molina,España,She/Her,Artistas solistas,Malu Molina,"Pop, Alternative",Developing,Steady,559.0,1165.0,0.479828,8.0,448.0,30.0
323075,Sylvia Pantoja,España,She/Her,Artistas solistas,BeatClap,"Latin Pop, Holiday, Latin Rock, Latin",Developing,Decline,1462.0,1164.0,1.256014,5.0,16495.0,151.0
3419441,Mel Ömana,España,She/Her,Artistas solistas,Mel Ömana,"Latin Hip-Hop/Rap, Latin",Developing,Steady,1703.0,1152.0,1.478299,5.0,5938.0,135.0
4438798,Laura Veyker,España,She/Her,Artistas solistas,Distrokid,"Pop, Vocal, New Age",Developing,Steady,243.0,1142.0,0.212785,4.0,189708.0,115.0
4152794,Nana Rolz,España,She/Her,Artistas solistas,Unknown Association,R&B/Soul,Developing,Growth,170.0,1141.0,0.148992,1.0,722.0,19.0
4203686,Lamaar,España,She/Her,Artistas solistas,Lamaar,"Reggae, Blues, Latin",Developing,Steady,1367.0,1127.0,1.212955,5.0,1408.0,90.0
61032,Anaya Music,España,She/Her,Artistas solistas,Anayamusic,"New Age, Pop, Electronic",Developing,Steady,172.0,1124.0,0.153025,11.0,35048.0,97.0
196963,Razteria,España,She/Her,Artistas solistas,Asteria Records,"Reggae, Latin Rock, Latin Pop, Latin",Developing,Growth,587.0,1124.0,0.522242,5.0,27142.0,81.0
3827199,A Tercio Pelao,España,She/Her,Artistas solistas,BeatClap,"Punk, Rock, Alternative",Developing,Growth,2531.0,1112.0,2.276079,7.0,49066.0,184.0
4004458,Anaelei,España,She/Her,Artistas solistas,Anaelei,"Pop, Dance, Hip-Hop/Rap",Developing,Steady,696.0,1109.0,0.627592,4.0,58933.0,168.0
4223287,The Nadies,España,She/Her,Artistas solistas,Unknown Association,"Rock, Punk, Alternative",Developing,Steady,1326.0,1109.0,1.195672,5.0,23558.0,308.0
4262314,Carla Lourdes,España,She/Her,Artistas solistas,Acqustic,"Pop, Alternative, Country",Developing,Steady,817.0,1097.0,0.744758,3.0,11976.0,121.0
3570013,Anabel Itoha,España,She/Her,Artistas solistas,Anabel Itoha,"R&B/Soul, African Hip-Hop/Rap, African Pop, African",Developing,Steady,160.0,1093.0,0.146386,13.0,6807.0,34.0
479257,CARLA,España,She/Her,Artistas solistas,"Born! Music, Great Canyon Records","R&B/Soul, Pop, Electronic",Developing,Steady,1197.0,1091.0,1.097159,6.0,39396.0,283.0
3754730,Drei,España,She/Her,Artistas solistas,Drei,"Pop, Alternative, Singer/Songwriter",Developing,Steady,704.0,1089.0,0.646465,3.0,3292.0,78.0
1283864,Chris Korda,España,She/Her,Artistas solistas,YYK No Label,"Classical, Techno, Dance",Developing,Steady,2102.0,1069.0,1.966324,5.0,21947.0,378.0
7858411,Lucy Calcines,España,She/Her,Artistas solistas,"Lucy Calcines, Peer Music Española","Dance, R&B/Soul, Pop",Developing,Steady,3091.0,1063.0,2.907808,4.0,32861.0,64.0
4694502,Esther Bronchal,España,She/Her,Artistas solistas,"Vassnova, Drop Low Records, Muse","House, Electronic, Dance",Developing,Steady,574.0,1026.0,0.559454,3.0,73365.0,158.0
1136301,Akasha Kid,España,She/Her,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Pop",Developing,Decline,1778.0,1024.0,1.736328,3.0,42826.0,280.0
3925480,Nuria Scarp,España,She/Her,Artistas solistas,Femnoise Records,"Dance, Electronic, House",Developing,Steady,272.0,1024.0,0.265625,3.0,217.0,12.0
3977870,Jane Cecilia,España,She/Her,Artistas solistas,Unknown Association,"Devotional & Spiritual, New Age",Developing,Growth,551.0,1006.0,0.547714,5.0,174434.0,133.0
215085,Maud The Moth,España,She/Her,Artistas solistas,Maud the moth,"Pop, Jazz, Rock",Developing,Steady,1966.0,1004.0,1.958167,5.0,26252.0,277.0
7656571,La Maga,España,She/Her,Artistas solistas,Radi Solar,"Hip-Hop/Rap, Dance, Electronic",Developing,Steady,548.0,998.0,0.549098,4.0,26380.0,48.0
8533690,hydn,España,She/Her,Artistas solistas,"AAldea Music Group, hydn","R&B/Soul, Dance, Pop",Developing,Steady,959.0,954.0,1.005241,5.0,56610.0,170.0
1492092,Mery Myles,España,She/Her,Artistas solistas,Distrokid,"R&B/Soul, Hip-Hop/Rap, Pop",Developing,Growth,3843.0,943.0,4.075292,3.0,29000.0,37.0
264670,Cintia Lund,España,She/Her,Artistas solistas,"Agua en Marte (PAPAYA), Agua en Marte","Indie Pop, Dance, Pop",Developing,Steady,2184.0,937.0,2.330843,3.0,421261.0,349.0
3735484,Paola Pinar,España,She/Her,Artistas solistas,SME (Sony Music Entertainment),"Pop, Alternative, Indie Rock",Developing,Growth,982.0,919.0,1.068553,4.0,63783.0,218.0
181455,Paula Cazenave,España,She/Her,Artistas solistas,Symbolism,"Electronic, Techno, Dance",Developing,Growth,2583.0,914.0,2.826039,3.0,58442.0,625.0
580128,Alicia Rey,España,She/Her,Artistas solistas,Música Global Discogràfica S.L.,"Holiday, Pop, Indie Pop",Developing,Steady,688.0,912.0,0.754386,5.0,21658.0,278.0
10391014,Fátima Falcón,España,She/Her,Artistas solistas,Fátima Falcón,"Latin Pop, Latin",Developing,Growth,118.0,910.0,0.12967,3.0,51477.0,12.0
1567229,Los Fusiles,España,She/Her,Artistas solistas,Family Spree Recordings,"Rock, Alternative",Developing,Steady,1343.0,906.0,1.48234,9.0,6470.0,289.0
175723,Anna Cano,España,She/Her,Artistas solistas,Anna Cano,Christian,Developing,Steady,909.0,865.0,1.050867,5.0,6957.0,136.0
1545898,Júlia Martín,España,She/Her,Artistas solistas,Júlia Martín,"R&B/Soul, Pop, Rock",Developing,Steady,205.0,859.0,0.23865,2.0,24175.0,30.0
1012649,Julia Martín,España,She/Her,Artistas solistas,Julia Martín,"Pop, R&B/Soul, Hip-Hop/Rap",Developing,Steady,711.0,849.0,0.837456,6.0,15563.0,216.0
601905,Eleonor Leone,España,She/Her,Artistas solistas,Unknown Association,"Pop, Dance, Hip-Hop/Rap",Developing,Steady,752.0,849.0,0.885748,15.0,113785.0,230.0
833584,Chisara Agor,España,She/Her,Artistas solistas,We Are The New Hope,"Hip-Hop/Rap, Pop, Alternative",Developing,Decline,1667.0,819.0,2.035409,10.0,11846.0,261.0
3359128,Fahia Buche,España,She/Her,Artistas solistas,"Digilio Music Group, Fahia Buche","Electronic, Dance, Pop",Developing,Steady,204.0,810.0,0.251852,15.0,282866.0,318.0
4109545,CARA BIN BON BAND,España,She/Her,Artistas solistas,CARA BIN BON BAND,"Pop, Children's Music, Holiday",Developing,Steady,209.0,809.0,0.258344,3.0,636.0,94.0
861174,Sara Azurza,España,She/Her,Artistas solistas,Sara Azurza,"Reggae, R&B/Soul, Pop",Developing,Steady,724.0,808.0,0.89604,10.0,10924.0,395.0
4362112,Lea Leone,España,She/Her,Artistas solistas,Subterfuge Records,"Indie Pop, Alternative, Alternative Rock",Developing,Steady,518.0,807.0,0.641884,4.0,68735.0,99.0
5253402,Total Noventa,España,She/Her,Artistas solistas,Pamplona Escudero Records,"Pop, Rock, Alternative",Developing,Growth,454.0,782.0,0.580563,5.0,3473.0,170.0
319655,Antonio de Pinto,España,She/Her,Artistas solistas,Unknown Association,"Latin Pop, Alternative, Singer/Songwriter, Latin",Developing,Steady,1826.0,763.0,2.393185,4.0,6376.0,143.0
1572484,Mary Paxanga,España,She/Her,Artistas solistas,Discos herméticos,"Latin Hip-Hop/Rap, Afrobeat, Latin",Developing,Growth,358.0,758.0,0.472296,4.0,36191.0,81.0
597669,Paco Martin,España,She/Her,Artistas solistas,Miyagi Music,Pop,Developing,Steady,651.0,750.0,0.868,21.0,66919.0,22.0
755131,Taylor Ambrosio Wood,España,She/Her,Artistas solistas,Taylor Ambrosio Wood,"Soundtracks, Alternative, Singer/Songwriter",Developing,Steady,158.0,748.0,0.21123,2.0,38318.0,130.0
4138320,Mara Silma,España,She/Her,Artistas solistas,Mara Silma,"Pop, Alternative, Indie Pop",Developing,Steady,370.0,734.0,0.504087,2.0,1742.0,24.0
7699430,Marina Lara,España,She/Her,Artistas solistas,Marina Lara,"Pop, Rock, Alternative",Developing,Growth,260.0,734.0,0.354223,3.0,4305.0,25.0
880104,Teyou,España,She/Her,Artistas solistas,"Elena Matateyou, UMG","Latin Hip-Hop/Rap, R&B/Soul, Electronic, Latin",Developing,Growth,932.0,720.0,1.294444,15.0,172498.0,163.0
780559,Ann Grace,España,She/Her,Artistas solistas,Publimáster,"Electronic, Ambient, Dance",Developing,Steady,475.0,718.0,0.66156,3.0,72031.0,257.0
238390,Gran Oscar,España,She/Her,Artistas solistas,Ogy Music,"Dance, Electronic, House",Developing,Growth,958.0,710.0,1.349296,5.0,329597.0,89.0
6647793,iblamealiyah,España,She/Her,Artistas solistas,"AA, Inc","Pop, Rock, R&B/Soul",Developing,Growth,11188.0,699.0,16.005722,16.0,14299.0,37.0
586299,Genara Cortes,España,She/Her,Artistas solistas,Unknown Association,"R&B/Soul, Soundtracks, Latin, Flamenco",Developing,Growth,516.0,686.0,0.752187,2.0,3373.0,120.0
3702487,Adormidera,España,She/Her,Artistas solistas,Unknown Association,"Singer/Songwriter, Rock, Hip-Hop/Rap",Developing,Growth,1179.0,684.0,1.723684,27.0,189166.0,1456.0
109460,Bman Zerowan,España,She/Her,Artistas solistas,Bman Music,"Reggae, Hip-Hop/Rap, Pop",Developing,Steady,2131.0,678.0,3.143068,12.0,174838.0,530.0
1377321,Olaya Alcázar,España,She/Her,Artistas solistas,Unknown Association,"Pop, Jazz, R&B/Soul",Developing,Steady,990.0,669.0,1.479821,10.0,57522.0,509.0
48352,Millie,España,She/Her,Artistas solistas,Distrokid,"Latin Pop, Latin Hip-Hop/Rap, Latin",Developing,Growth,2112.0,662.0,3.190332,0.0,109413.0,546.0
6293969,Eva Calyza,España,She/Her,Artistas solistas,Bonito Sound,"R&B/Soul, Electronic, Latin Pop, Latin",Developing,Growth,588.0,653.0,0.900459,3.0,42366.0,50.0
808312,Fran Triguero,España,She/Her,Artistas solistas,FT Music Group,"Latin Pop, Singer/Songwriter, Latin",Developing,Steady,2250.0,649.0,3.466872,6.0,65830.0,11.0
840993,Mounqup,España,She/Her,Artistas solistas,"Molho, La Cupula Music","Vocal, Dance, Pop",Developing,Growth,1269.0,647.0,1.96136,3.0,29621.0,162.0
7324940,LaKana,España,She/Her,Artistas solistas,LaKana,Others,Developing,Growth,59.0,644.0,0.091615,1.0,18262.0,10.0
4596086,María Oliva,España,She/Her,Artistas solistas,ACE Music,"Latin Pop, Latin",Developing,Growth,430.0,632.0,0.68038,5.0,38378.0,27.0
3612740,Ana Boheme,España,She/Her,Artistas solistas,Unknown Association,"Latin Rock, Latin Hip-Hop/Rap, Latin Pop, Latin",Developing,Steady,319.0,629.0,0.507154,15.0,31224.0,946.0
301610,Paz del Castillo,España,She/Her,Artistas solistas,Paz Del Castillo,"Classical, Soundtracks, New Age",Developing,Steady,303.0,617.0,0.491086,2.0,57241.0,101.0
248126,Pablo Valdés,España,She/Her,Artistas solistas,Pablo Valdés,"Rock, Singer/Songwriter, Pop",Developing,Growth,843.0,610.0,1.381967,6.0,4632.0,75.0
4249845,kat yusti,España,She/Her,Artistas solistas,Moon Contact Records,"Dance, Electronic, Alternative",Developing,Steady,737.0,602.0,1.224252,2.0,34957.0,115.0
3755790,Aldara,España,She/Her,Artistas solistas,Top Idol Records,"Hip-Hop/Rap, Pop, Rock",Developing,Decline,515.0,595.0,0.865546,4.0,192129.0,68.0
1565551,AA Mama,España,She/Her,Artistas solistas,Unknown Association,Pop,Developing,Growth,588.0,595.0,0.988235,2.0,14142.0,237.0
1296781,Olivia Flenley,España,She/Her,Artistas solistas,Soho Production Music,"Jazz, Pop, Singer/Songwriter",Developing,Steady,40.0,592.0,0.067568,1.0,1570.0,14.0
8289603,Marta Berlín,España,She/Her,Artistas solistas,"Marta Berlín, OCKAM RECORDS","Latin Pop, Latin",Developing,Steady,504.0,581.0,0.86747,4.0,5846.0,56.0
4256472,Elena Mesa,España,She/Her,Artistas solistas,Helsinkipro,"Dance, R&B/Soul, Pop",Developing,Decline,583.0,580.0,1.005172,2.0,4632.0,107.0
12078,Lucy Paradise,España,She/Her,Artistas solistas,Lucy Paradise,"Hip-Hop/Rap, Pop, K-Pop",Developing,Growth,1823.0,573.0,3.181501,11.0,61006.0,425.0
924793,May Babe,España,She/Her,Artistas solistas,2023 BoltMusic,"Latin Hip-Hop/Rap, Reggae, R&B/Soul, Latin",Developing,Decline,560.0,567.0,0.987654,2.0,72334.0,688.0
439469,Marie Chain,España,She/Her,Artistas solistas,Freedom Records,"Electronic, House, Pop",Developing,Steady,684.0,559.0,1.223614,11.0,127182.0,910.0
4026787,Sangre Salvaje,España,She/Her,Artistas solistas,BeatClap,"Alternative, Punk",Developing,Steady,542.0,557.0,0.97307,2.0,7804.0,87.0
43425,Sweet Ross,España,She/Her,Artistas solistas,Unknown Association,"Hip-Hop/Rap, Electronic, Dance",Developing,Growth,279.0,553.0,0.504521,3.0,21152.0,141.0
4292189,Foxglove,España,She/Her,Artistas solistas,Amēn Discos,Electronic,Developing,Steady,60.0,543.0,0.110497,2.0,7049.0,18.0
110673,Christina Zurbrügg,España,She/Her,Artistas solistas,Unknown Association,"Pop, Spoken Word, New Age",Developing,Steady,874.0,538.0,1.624535,2.0,755081.0,111.0
3719100,Crazy Times,España,She/Her,Grupo,Matrix Music,"Pop, Rock, Dance",Developing,Growth,487.0,534.0,0.911985,3.0,9654.0,112.0
4525492,Pía Tedesco,España,She/Her,Artistas solistas,El Volcán Música,Folk,Developing,Steady,454.0,530.0,0.856604,5.0,6940.0,21.0
3951977,sélpide,España,She/Her,Artistas solistas,sélpide,"Dance, Pop, Alternative",Developing,Decline,579.0,526.0,1.10076,2.0,2171.0,48.0
1377304,Le Nais,España,She/Her,Artistas solistas,Luup Records,"Indie Pop, Pop, Alternative",Developing,Decline,1162.0,523.0,2.221797,4.0,33127.0,261.0
1074538,Saïm,España,She/Her,Artistas solistas,Unknown Association,"Alternative, Indie Rock",Developing,Steady,1337.0,517.0,2.586074,4.0,10742.0,244.0
4689448,American Ghost,España,She/Her,Artistas solistas,BeatClap,"Blues, Country, Rock",Developing,Steady,297.0,517.0,0.574468,1.0,1630.0,21.0
524476,Nolah,España,She/Her,Artistas solistas,Unknown Association,"Dance, Electronic, House",Developing,Growth,2192.0,511.0,4.289628,2.0,26879.0,389.0
3344725,Rumia,España,She/Her,Artistas solistas,"Fluctua Records, Basik Music","Singer/Songwriter, Pop, Rock",Developing,Steady,2183.0,510.0,4.280392,2.0,100704.0,181.0
129383,Marion Harper,España,She/Her,Artistas solistas,Unknown Association,"Pop, Rock, Alternative",Developing,Steady,1760.0,508.0,3.464567,3.0,23447.0,204.0
648120,Chencho Fernández,España,She/Her,Artistas solistas,WMG (Warner Music Spain),"Latin Pop, Latin Rock, Alternative, Latin",Developing,Steady,1062.0,499.0,2.128257,4.0,10370.0,225.0
3885064,Ana Lía,España,She/Her,Artistas solistas,Underbite Records,"Latin Dance, Latin Pop, Latin",Developing,Steady,624.0,499.0,1.250501,7.0,1070101.0,116.0
